P,H,HS,T,RH,CC
0,4,0,3.1,93,100
0,5,0,3.2,93,52
0,6,-3.14,2.7,94,36
0.8036,7,8.57,2.5,94,30
2.9582,8,20.18,3.9,91,31
6.3034,9,30.65,6.4,79,31
9.203,10,39.61,8.5,65,34
11.3872,11,46,10.3,48,43
12.1778,12,48.56,11.7,36,40
11.906,13,46.6,12.4,29,34
8.8274,14,40.65,12.9,26,35
8.7368,15,31.97,12.3,29,34
5.4528,16,21.66,12.1,24,31
1.316,17,10.43,11.4,21,31
0,18,-1.25,9.7,23,41
0,19,0,7.8,23,50
0,20,0,6.8,23,49
0,21,0,6,23,66
0,22,0,5.3,23,82
0,23,0,5,23,88
0,0,0,4.4,23,89
0,1,0,3.8,23,86
0,2,0,3.2,23,79
0,3,0,2.1,21,42
0,4,0,1.2,20,30
0,5,0,0.2,19,26
0,6,-2.84,-0.8,17,18
1.8718,7,8.87,-1.8,15,12
6.4032,8,20.5,-1.9,15,20
11.66,9,30.99,-1.1,13,8
15.5634,10,39.98,0.3,12,1
17.8068,11,46.4,1.9,13,0
18.3924,12,48.96,3.3,13,0
17.665,13,46.96,4.6,13,0
15.6378,14,40.96,5.4,13,0
12.376,15,32.23,5.8,12,0
7.8342,16,21.88,5.9,12,0
2.7006,17,10.63,5.6,11,0
0,18,-1.06,4.4,13,0
0,19,0,2.7,14,0
0,20,0,1.7,15,0
0,21,0,0.9,16,0
0,22,0,0.4,17,0
0,23,0,0.1,17,0
0,0,0,0,18,0
0,1,0,0,18,0
0,2,0,-0.1,19,0
0,3,0,-0.2,20,0
0,4,0,-0.5,21,0
0,5,0,-0.9,23,0
0,6,-2.55,-1.3,25,0
2.2778,7,9.17,-1.4,28,0
7.2726,8,20.82,0.8,32,0
11.5836,9,31.34,4.9,26,0
14.6662,10,40.35,7.9,21,0
16.4054,11,46.79,10.3,18,0
16.855,12,49.36,12.2,16,0
16.1318,13,47.32,13.8,16,0
14.29,14,41.26,14.9,15,0
11.318,15,32.49,15.4,15,1
7.1096,16,22.1,15.7,15,1
2.412,17,10.83,15.4,18,2
0,18,-0.87,13.7,24,5
0,19,0,10.1,30,1
0,20,0,8.2,32,0
0,21,0,7.4,30,0
0,22,0,6.9,30,0
0,23,0,6.8,30,0
0,0,0,7.3,30,0
0,1,0,7.8,28,0
0,2,0,8.2,26,0
0,3,0,9.1,22,0
0,4,0,9.6,19,0
0,5,0,9.6,19,0
0,6,-2.25,9.3,20,0
2.1566,7,9.47,9.1,21,0
6.9302,8,21.13,10.8,21,0
11.2288,9,31.68,13.3,21,0
14.5112,10,40.72,14.8,19,0
16.416,11,47.19,16,19,0
16.9878,12,49.75,17.2,19,0
16.2656,13,47.68,18.1,18,0
14.3676,14,41.56,18.7,17,0
10.9738,15,32.74,18.7,17,3
7.0214,16,22.32,18.5,17,0
2.3846,17,11.02,17.8,19,2
0,18,-0.68,16.1,21,0
0,19,0,13.6,23,0
0,20,0,11.4,26,0
0,21,0,9.3,30,0
0,22,0,7.7,34,0
0,23,0,6.7,36,0
0,0,0,6.1,35,0
0,1,0,5.8,34,0
0,2,0,5.2,35,0
0,3,0,4.7,38,0
0,4,0,4.3,38,0
0,5,0,3.8,39,0
0,6,-1.95,3.3,40,0
2.2616,7,9.78,3.1,42,0
7.0408,8,21.45,5.5,43,0
11.0938,9,32.02,10.6,37,0
13.7964,10,41.09,15,28,0
15.3722,11,47.59,18,21,0
15.9278,12,50.15,20.1,17,0
15.3928,13,48.03,21.6,14,0
13.6102,14,41.87,22.8,13,0
10.7234,15,32.99,23.4,13,0
6.5488,16,22.54,23.6,12,16
2.0748,17,11.22,22.7,17,29
0,18,-0.49,20.7,33,27
0,19,0,16.2,32,4
0,20,0,12.4,37,1
0,21,0,10.4,41,11
0,22,0,9.5,41,0
0,23,0,9.2,42,0
0,0,0,9.9,40,0
0,1,0,10.4,40,0
0,2,0,10.6,40,0
0,3,0,11.4,36,0
0,4,0,12,35,0
0,5,0,12.1,35,0
0,6,-1.65,11.9,36,0
2.153,7,10.08,12,38,0
6.7116,8,21.78,14.2,38,0
10.629,9,32.37,18,34,0
13.5264,10,41.47,21.3,27,0
15.1994,11,47.99,23.6,22,0
15.6756,12,50.55,25.5,17,0
15.1182,13,48.39,26.8,14,0
13.383,14,42.17,27.5,14,0
10.4696,15,33.24,28.4,13,0
6.5834,16,22.75,28.3,14,0
2.2882,17,11.42,27.2,16,0
0,18,-0.31,24.7,20,0
0,19,0,20.3,24,0
0,20,0,16.7,30,0
0,21,0,15.3,31,0
0,22,0,15,30,0
0,23,0,14.9,30,0
0,0,0,14.1,32,0
0,1,0,13.3,34,0
0,2,0,12.5,37,0
0,3,0,11.2,36,0
0,4,0,10.8,37,0
0,5,0,10.3,38,0
0,6,-1.35,9.8,40,0
2.2916,7,10.39,9.7,42,0
6.9386,8,22.1,12.3,41,0
10.845,9,32.71,17.2,37,0
13.3516,10,41.84,22.2,31,0
14.666,11,48.38,25.6,23,0
14.9532,12,50.94,27.7,19,0
14.1678,13,48.75,29,18,0
12.4342,14,42.47,29.8,16,0
10.0928,15,33.49,30.3,16,0
6.1902,16,22.97,30.1,15,0
2.2316,17,11.61,28.7,23,0
0,18,-0.12,26.3,29,25
0,19,0,22.8,34,10
0,20,0,19.3,40,4
0,21,0,17.7,39,6
0,22,0,16.7,36,9
0,23,0,15.8,34,14
0,0,0,15.1,33,9
0,1,0,13.2,36,2
0,2,0,13.6,33,0
0,3,0,12.8,36,0
0,4,0,10.6,43,0
0,5,0,10,56,0
0,6,-1.05,7.9,68,0
2.0896,7,10.7,6.9,77,2
6.596,8,22.42,8.4,59,2
10.7938,9,33.05,9.5,50,0
13.7948,10,42.22,10.6,45,0
15.5672,11,48.78,11.8,41,0
16.125,12,51.34,12.8,37,0
15.5338,13,49.1,13.6,35,0
13.8884,14,42.76,14.2,33,0
10.8686,15,33.74,15.6,32,0
6.8606,16,23.18,15.5,32,0
2.3686,17,11.8,15.1,32,0
0.0186,18,0.07,13.9,35,0
0,19,0,12.1,39,0
0,20,0,10.9,42,0
0,21,0,9.4,50,0
0,22,0,8.3,51,0
0,23,0,7.8,51,0
0,0,0,7.8,49,0
0,1,0,7.2,50,0
0,2,0,6.5,52,0
0,3,0,6.2,52,0
0,4,0,5.7,54,0
0,5,0,5.2,56,0
0,6,-0.74,4.7,58,0
2.2862,7,11.01,4.3,60,0
6.5706,8,22.74,4.8,74,0
10.124,9,33.4,7.8,47,1
12.5338,10,42.59,9.9,42,8
14.5488,11,49.18,11.6,39,38
15.3926,12,51.74,13.4,36,81
13.009,13,49.46,14.8,34,78
8.663,14,43.06,15.6,33,51
5.7302,15,33.98,15.4,34,25
4.9138,16,23.39,14.6,38,14
1.6288,17,11.99,14.8,38,12
0,18,0.25,13.9,41,25
0,19,0,12.5,44,69
0,20,0,11.7,47,96
0,21,0,11.3,49,100
0,22,0,10.4,53,100
0,23,0,10.2,54,100
0,0,0,10,55,91
0,1,0,9,61,100
0,2,0,8.7,63,93
0,3,0,8.3,78,85
0,4,0,8,80,86
0,5,0,7.6,80,100
0,6,-0.44,7.8,81,100
0.8934,7,11.31,7.7,85,100
4.7104,8,23.06,9.5,69,58
8.5502,9,33.74,11.6,52,52
11.1188,10,42.96,13.7,47,51
12.7004,11,49.58,15.9,45,36
13.2848,12,52.13,17.9,43,44
12.1446,13,49.81,19.4,41,62
5.236,14,43.35,20.3,40,88
2.5502,15,34.23,18.1,47,94
0.7704,16,23.6,16.6,56,89
0.34,17,12.18,16,63,87
0,18,0.43,15.7,69,85
0,19,0,15,73,51
0,20,0,13.5,75,52
0,21,0,12.1,74,20
0,22,0,11.5,58,29
0,23,0,10.7,53,26
0,0,0,9.7,54,3
0,1,0,8.3,58,0
0,2,0,6.5,60,0
0,3,0,6.2,61,0
0,4,0,4.8,63,0
0,5,0,3.4,62,0
0,6,-0.13,3.2,58,0
2.4652,7,11.62,3.6,52,11
7.0628,8,23.38,4.6,52,31
11.115,9,34.09,7.5,32,62
13.5018,10,43.34,8.6,27,53
15.7596,11,49.98,9.5,25,35
16.4816,12,52.53,10.5,24,19
15.6298,13,50.16,11.4,24,15
13.3352,14,43.64,12.2,23,43
10.801,15,34.47,11.9,25,46
6.7932,16,23.81,11.9,24,38
2.0736,17,12.37,11.2,24,58
0.033,18,0.62,10.1,24,58
0,19,0,8.7,25,74
0,20,0,7.9,25,85
0,21,0,7.3,26,85
0,22,0,6.4,35,82
0,23,0,6.3,32,82
0,0,0,6.4,29,71
0,1,0,6.2,31,32
0,2,0,5.9,33,29
0,3,0,5.7,35,30
0,4,0,5.2,37,29
0,5,0,4.1,43,29
0.0414,6,0.17,2.3,53,24
2.426,7,11.93,1.4,64,24
7.2554,8,23.71,4.2,65,4
11.1464,9,34.43,8.4,36,0
14.084,10,43.71,10.9,32,0
15.9008,11,50.38,12.7,30,0
16.5076,12,52.92,13.9,29,0
15.8788,13,50.51,14.6,28,0
13.3372,14,43.93,14.9,28,8
10.1772,15,34.71,15.6,29,19
6.3602,16,24.01,15.5,29,32
2.312,17,12.56,15,29,25
0.0336,18,0.8,13.8,32,8
0,19,0,11.5,37,19
0,20,0,9.9,40,38
0,21,0,8.6,41,74
0,22,0,7.8,39,100
0,23,0,6.6,43,100
0,0,0,5.4,50,100
0,1,0,4.2,61,100
0,2,0,3.2,72,100
0,3,0,1.9,83,100
0,4,0,0.9,95,100
0,5,0,0.9,94,100
0,6,0.48,0.8,94,100
0.278,7,12.24,0.9,94,100
2.0198,8,24.03,1.1,89,100
5.4868,9,34.77,2.3,79,100
7.5388,10,44.08,3.9,66,85
12.3338,11,50.78,5.1,51,100
10.7572,12,53.32,6.9,37,100
10.101,13,50.86,7.4,32,100
8.827,14,44.22,7.8,29,95
6.542,15,34.95,7.5,31,86
4.1012,16,24.22,7.4,29,90
1.643,17,12.75,6.8,31,37
0.0506,18,0.98,6,36,9
0,19,0,4.7,42,0
0,20,0,3.2,48,0
0,21,0,1.8,55,0
0,22,0,1.2,55,0
0,23,0,0.8,49,0
0,0,0,0.7,39,0
0,1,0,0.5,32,0
0,2,0,0.4,28,0
0,3,0,0.2,25,0
0,4,0,0.3,23,0
0,5,0,0.4,21,0
0.0564,6,0.78,0.3,21,0
2.9258,7,12.55,0.8,22,0
7.8602,8,24.35,3.8,23,0
12.076,9,35.12,7.7,16,0
15.1008,10,44.46,10.4,12,0
16.744,11,51.18,12.2,11,0
17.0612,12,53.71,13.8,11,0
15.8754,13,51.21,15.1,11,4
14.1834,14,44.51,16,11,12
10.3926,15,35.18,16.3,11,24
6.0078,16,24.42,16.5,11,28
1.9956,17,12.93,16.2,12,51
0.0648,18,1.16,14.9,16,62
0,19,0,12.9,25,41
0,20,0,9.6,26,45
0,21,0,7.3,29,52
0,22,0,6.3,29,23
0,23,0,5.2,29,6
0,0,0,4.3,29,0
0,1,0,3.4,30,0
0,2,0,2.5,34,0
0,3,0,3,34,0
0,4,0,6.3,25,0
0,5,0,5.5,28,2
0.059,6,1.09,2.3,37,2
2.7788,7,12.86,0.5,51,9
6.938,8,24.67,5.5,42,44
11.0272,9,35.46,8.3,24,44
13.9462,10,44.83,10.1,18,56
15.7726,11,51.57,11.5,16,65
16.4118,12,54.1,12.5,16,33
15.8048,13,51.55,13.4,15,30
13.5976,14,44.79,14,16,29
10.7008,15,35.42,13.7,16,32
6.7014,16,24.62,13.7,17,33
2.3606,17,13.12,13.3,17,25
0.0624,18,1.34,12,21,53
0,19,0,10.1,23,70
0,20,0,9.1,24,61
0,21,0,7.9,28,59
0,22,0,6.6,33,50
0,23,0,5.1,39,38
0,0,0,3.6,45,10
0,1,0,2.4,50,9
0,2,0,1.7,54,12
0,3,0,1.6,56,11
0,4,0,1.2,58,23
0,5,0,1.5,56,64
0.0768,6,1.39,1.8,55,56
2.1538,7,13.16,2.4,57,74
5.7676,8,24.99,5.1,58,83
9.2602,9,35.8,8.4,33,87
11.8964,10,45.2,9.7,30,84
12.999,11,51.97,10.8,28,88
11.9406,12,54.5,11.7,27,86
11.4866,13,51.9,12.2,26,83
9.8688,14,45.07,12.8,26,80
6.2254,15,35.65,12.6,24,72
3.4872,16,24.82,12.4,25,53
1.1952,17,13.3,12.1,25,46
0.0384,18,1.52,11.3,28,37
0,19,0,10.1,31,37
0,20,0,8.9,40,32
0,21,0,9,33,30
0,22,0,6.9,41,26
0,23,0,5.3,46,25
0,0,0,4.2,49,25
0,1,0,2.7,56,28
0,2,0,1.8,61,21
0,3,0,1.3,63,11
0,4,0,0.7,67,10
0,5,0,0.5,72,19
0.0984,6,1.7,0.6,77,25
2.4134,7,13.47,1.1,79,25
6.7888,8,25.3,4.9,69,18
10.9202,9,36.14,9.9,41,7
14.1734,10,45.57,11.8,34,0
16.0346,11,52.37,12.9,33,0
16.5878,12,54.89,13.7,31,6
15.8688,13,52.24,14.3,30,17
14.0006,14,45.35,14.6,29,20
10.8988,15,35.88,14,31,23
6.8318,16,25.02,13.7,31,23
2.202,17,13.48,12.9,30,37
0.0742,18,1.7,11.6,31,30
0,19,0,10,33,15
0,20,0,8.6,35,15
0,21,0,7.4,36,35
0,22,0,5.9,41,50
0,23,0,4.5,47,46
0,0,0,3.1,52,13
0,1,0,2,57,8
0,2,0,1.3,62,4
0,3,0,0.5,68,3
0,4,0,-0.5,77,5
0,5,0,-1.2,83,3
0.0914,6,2,-1.5,87,7
2.5934,7,13.78,-1.5,88,19
7.2148,8,25.62,0.6,74,61
10.9176,9,36.48,2.1,66,70
14.0294,10,45.93,3.7,60,77
15.7872,11,52.76,5.5,53,80
13.3942,12,55.28,7,49,81
10.9288,13,52.58,8,46,47
11.8532,14,45.63,8.1,46,43
7.4242,15,36.1,7.9,46,54
5.8936,16,25.21,8.2,44,30
1.7858,17,13.66,8,43,37
0.0682,18,1.88,7.3,44,29
0,19,0,6,48,42
0,20,0,4.9,53,43
0,21,0,4.1,56,36
0,22,0,3.6,57,40
0,23,0,3.2,57,43
0,0,0,2.4,59,41
0,1,0,1.7,62,51
0,2,0,1,65,64
0,3,0,0.9,68,73
0,4,0,1,68,65
0,5,0,1,67,55
0.0278,6,2.3,0.5,72,100
0.8122,7,14.08,0.5,75,70
3.1412,8,25.94,1.2,66,65
5.7632,9,36.81,2.1,64,75
7.2744,10,46.3,3,59,87
9.78,11,53.15,3.6,58,78
13.1322,12,55.67,4.3,56,74
12.2218,13,52.92,6.1,50,83
12.4884,14,45.91,6.6,47,75
9.0728,15,36.33,7.7,39,80
5.615,16,25.41,7.7,39,70
1.8236,17,13.84,7.4,37,59
0.0808,18,2.06,6.8,37,75
0,19,0,5.8,40,66
0,20,0,5,43,63
0,21,0,4.2,49,57
0,22,0,4,50,38
0,23,0,3.6,52,41
0,0,0,3.1,56,44
0,1,0,2,64,46
0,2,0,1.2,70,54
0,3,0,1,70,58
0,4,0,0.9,72,63
0,5,0,0.6,77,75
0.0312,6,2.6,0.3,81,70
1.4668,7,14.39,0.8,80,50
3.9148,8,26.25,1.7,72,37
7.218,9,37.15,2.8,67,23
10.4744,10,46.67,4.4,57,17
11.8264,11,53.55,6.1,41,27
14.304,12,56.05,7.2,35,29
14.781,13,53.26,8.3,30,43
11.2626,14,46.18,9.5,24,45
10.2068,15,36.55,9.3,27,51
6.687,16,25.6,9.5,26,51
2.5034,17,14.02,9.3,26,57
0.0856,18,2.23,8.4,27,47
0,19,0,7.1,28,9
0,20,0,6,33,1
0,21,0,3.4,42,0
0,22,0,1.4,48,4
0,23,0,0,55,14
0,0,0,-1.1,61,14
0,1,0,-1.4,62,16
0,2,0,-0.9,57,15
0,3,0,-2.3,69,9
0,4,0,-2.4,67,1
0,5,0,-2.9,67,0
0.142,6,2.91,-3.6,70,0
3.178,7,14.69,-3.1,74,0
7.8168,8,26.56,2.7,56,0
11.6402,9,37.48,6.5,27,0
14.4078,10,47.03,8.1,25,0
16.0798,11,53.94,9.4,24,0
16.4966,12,56.44,10.5,22,0
15.7082,13,53.59,11.4,21,0
13.8194,14,46.45,12.1,21,0
11.026,15,36.78,12.6,21,0
7.1284,16,25.79,12.7,20,0
2.642,17,14.2,12.4,21,0
0.1004,18,2.41,11.1,25,0
0,19,0,8.8,30,0
0,20,0,7.3,32,0
0,21,0,6,37,0
0,22,0,4.3,44,0
0,23,0,2.5,51,7
0,0,0,1.2,58,28
0,1,0,0.5,62,26
0,2,0,-0.2,66,24
0,3,0,-0.3,67,23
0,4,0,-0.9,70,0
0,5,0,-1.5,74,0
0.1546,6,3.21,-2.2,78,0
3.1066,7,14.99,-1.2,78,29
7.2564,8,26.87,4.1,64,30
10.6998,9,37.81,8,39,30
12.9006,10,47.39,10.2,35,30
13.3466,11,54.33,11.9,33,30
12.2468,12,56.82,13.1,33,29
10.1256,13,53.92,13.9,32,30
6.9676,14,46.72,14.2,31,36
4.8502,15,36.99,13.5,30,62
2.6284,16,25.98,12.8,30,82
1.2694,17,14.37,11.9,31,86
0.0552,18,2.59,10.7,33,88
0,19,0,9.4,35,89
0,20,0,8.4,38,90
0,21,0,7.6,41,91
0,22,0,6.7,47,91
0,23,0,5.9,54,88
0,0,0,5.7,52,45
0,1,0,5,56,37
0,2,0,4.3,60,20
0,3,0,2.9,67,11
0,4,0,1.7,73,0
0,5,0,0.8,78,11
0.1612,6,3.5,-0.2,84,12
2.0984,7,15.29,0.9,81,23
5.1222,8,27.18,4.6,69,18
8.72,9,38.14,7.7,51,10
11.806,10,47.75,9.8,45,10
14.1688,11,54.72,11.8,41,9
14.7764,12,57.21,13.6,38,11
14.163,13,54.25,14.9,35,5
12.042,14,46.98,15.9,34,13
10.1048,15,37.21,16.2,32,31
6.1852,16,26.17,16,33,26
2.2234,17,14.55,15.1,36,18
0.0976,18,2.76,13.8,41,25
0,19,0,11.9,47,2
0,20,0,10.4,56,0
0,21,0,10.2,53,0
0,22,0,7.2,66,0
0,23,0,5.4,75,0
0,0,0,4.5,80,0
0,1,0,3.9,83,0
0,2,0,3.7,83,0
0,3,0,4,76,0
0,4,0,4.1,74,0
0,5,0,4.1,71,0
0.1732,6,3.8,4.2,70,0
3.0918,7,15.59,5.2,67,0
7.5056,8,27.49,9.3,55,0
11.125,9,38.47,14.2,41,0
13.5392,10,48.11,17.3,31,0
14.4468,11,55.1,19.1,26,14
15.1658,12,57.59,19.8,23,20
14.1144,13,54.58,20.2,22,31
11.9016,14,47.25,20.3,22,24
9.1322,15,37.43,19.9,22,26
5.428,16,26.36,19.3,24,12
2.3824,17,14.73,18.5,27,10
0.1062,18,2.94,17.5,32,7
0,19,0,15.9,36,11
0,20,0,13.7,44,6
0,21,0,11.6,49,5
0,22,0,9.3,56,4
0,23,0,7.5,64,6
0,0,0,6.2,70,7
0,1,0,5.4,74,5
0,2,0,4.8,77,7
0,3,0,5,73,10
0,4,0,4.6,75,7
0,5,0,4.2,77,11
0.1846,6,4.1,4,77,6
2.8854,7,15.89,5.1,75,2
7.3208,8,27.79,10,59,0
11.0012,9,38.79,15.1,40,0
13.387,10,48.46,17.4,29,7
13.4534,11,55.48,18.8,24,28
13.5452,12,57.97,19.4,22,19
12.023,13,54.9,19.6,20,17
13.2812,14,47.51,20.1,17,23
10.0314,15,37.64,20.8,14,23
6.1906,16,26.55,20.7,14,21
2.3556,17,14.9,20.3,14,22
0.1226,18,3.11,19.1,18,37
0,19,0,17.9,19,8
0,20,0,13.7,27,0
0,21,0,11.1,31,0
0,22,0,9.7,33,0
0,23,0,9,33,0
0,0,0,8.3,33,0
0,1,0,7.8,32,0
0,2,0,7.4,32,0
0,3,0,7.3,31,0
0,4,0,7,30,0
0,5,0,6.7,30,0
0.2088,6,4.39,6.5,31,0
3.264,7,16.18,7.4,31,0
7.759,8,28.09,11.3,29,0
11.4278,9,39.11,16.5,22,0
14.09,10,48.81,20,16,0
15.4906,11,55.87,21.9,12,0
15.669,12,58.34,23,11,2
14.8506,13,55.23,23.7,10,5
13.0468,14,47.76,24.2,10,3
10.3358,15,37.85,24.4,10,0
6.6364,16,26.73,24.4,10,7
2.4772,17,15.07,24,10,13
0.1296,18,3.28,22.9,15,9
0,19,0,20.2,18,5
0,20,0,17.5,21,16
0,21,0,15.2,25,25
0,22,0,12.9,29,28
0,23,0,11.6,32,29
0,0,0,10.6,33,29
0,1,0,9.8,34,30
0,2,0,9.5,32,28
0,3,0,9.4,31,28
0,4,0,9.1,30,23
0,5,0,8.6,29,18
0.239,6,4.68,8.1,29,18
2.9714,7,16.47,8.9,30,20
7.0192,8,28.39,12.6,29,21
10.5146,9,39.43,18,24,23
12.984,10,49.16,21.6,17,26
14.1936,11,56.25,23.6,14,25
14.9852,12,58.72,25,13,28
14.6102,13,55.55,25.8,13,25
12.3324,14,48.02,26.2,12,27
9.6144,15,38.06,26,12,22
6.2614,16,26.91,25.6,12,11
2.3394,17,15.24,24.8,13,7
0.1382,18,3.46,23.1,16,4
0,19,0,20.6,19,5
0,20,0,18.5,22,1
0,21,0,16.1,28,0
0,22,0,13.5,34,0
0,23,0,11.4,39,0
0,0,0,10.2,43,0
0,1,0,9.3,46,0
0,2,0,8.3,50,0
0,3,0,7.9,49,0
0,4,0,7.3,51,0
0,5,0,6.6,54,0
0.238,6,4.97,5.9,58,0
3.2508,7,16.76,6.6,65,0
7.467,8,28.69,12.5,56,0
10.889,9,39.75,17.6,27,0
13.4788,10,49.51,19.8,26,0
15.0502,11,56.62,21.5,26,0
15.5484,12,59.09,22.8,25,2
14.8986,13,55.87,23.7,23,2
13.074,14,48.27,24.2,23,0
10.0442,15,38.27,24.5,23,1
6.4684,16,27.09,24.3,23,9
2.365,17,15.41,23.7,24,23
0.1616,18,3.63,22.4,27,24
0,19,0,20.2,32,24
0,20,0,18.7,35,22
0,21,0,17,42,8
0,22,0,15.6,46,1
0,23,0,13.7,52,5
0,0,0,11.9,59,2
0,1,0,10.6,64,1
0,2,0,9.9,67,0
0,3,0,9.4,67,0
0,4,0,8.7,70,0
0,5,0,8,73,0
0.249,6,5.26,7.4,77,0
3.1628,7,17.05,8.5,77,0
7.2828,8,28.98,13.8,58,0
10.6704,9,40.06,18,40,0
13.2868,10,49.86,20.3,35,0
14.8866,11,57,22.1,31,0
15.4064,12,59.46,23.6,27,0
14.8176,13,56.18,24.6,25,0
13.0974,14,48.52,25.2,23,0
10.2538,15,38.47,25.4,22,0
6.4658,16,27.27,25,22,3
2.3844,17,15.58,24.2,22,9
0.1458,18,3.8,22.6,22,7
0,19,0,20.5,23,10
0,20,0,19.1,24,3
0,21,0,17.8,26,17
0,22,0,16.5,29,25
0,23,0,14.9,33,26
0,0,0,13,39,23
0,1,0,11.3,45,21
0,2,0,10.1,49,20
0,3,0,9.4,51,19
0,4,0,8.6,55,12
0,5,0,7.9,58,16
0.2706,6,5.55,7.3,63,21
2.2644,7,17.34,9.1,60,30
4.593,8,29.28,12.9,53,41
6.898,9,40.38,16.4,35,58
8.2746,10,50.2,18.1,32,71
10.261,11,57.37,19.5,30,77
7.7838,12,59.83,20.7,30,67
3.0934,13,56.49,21.4,29,87
0.8172,14,48.77,20.8,32,98
2.021,15,38.68,16.6,55,95
1.3088,16,27.45,16.4,58,94
0.5738,17,15.75,16.5,57,97
0.0406,18,3.97,16.4,58,100
0,19,0,15.7,60,86
0,20,0,15.1,63,75
0,21,0,14.2,68,72
0,22,0,13.3,72,25
0,23,0,12.8,77,23
0,0,0,12.1,82,20
0,1,0,11.1,88,26
0,2,0,10.1,93,41
0,3,0,10.5,87,44
0,4,0,10.2,88,68
0,5,0,10.3,87,40
0.2192,6,5.83,9.7,89,19
2.7368,7,17.62,10.6,85,24
6.9302,8,29.56,13.7,71,7
10.339,9,40.68,17,56,0
12.865,10,50.54,19.3,49,0
13.2714,11,57.74,21.1,45,0
14.4492,12,60.2,22.4,41,13
14.3044,13,56.8,23.5,39,59
10.856,14,49.02,24.2,36,67
9.5784,15,38.88,24.3,34,7
6.1538,16,27.63,24.3,34,1
2.2624,17,15.92,23.7,36,0
0.1576,18,4.15,22.5,39,0
0,19,0,20.5,44,0
0,20,0,19,51,0
0,21,0,18.8,50,0
0,22,0,16,61,0
0,23,0,13.8,70,0
0,0,0,12.5,76,0
0,1,0,11.4,81,0
0,2,0,10.6,86,0
0,3,0,10.1,87,1
0,4,0,9.5,89,12
0,5,-5.48,9.2,90,2
0.302,6,6.11,9,90,0
3.1042,7,17.9,10,88,5
7.0314,8,29.85,15.3,66,16
10.1452,9,40.99,19.6,51,18
12.3324,10,50.87,22.2,43,18
13.6632,11,58.11,24.4,38,22
14.1696,12,60.56,26.1,33,26
12.8716,13,57.11,27.4,30,29
11.297,14,49.26,28.2,27,34
8.4338,15,39.08,28.1,27,30
4.827,16,27.81,27.8,27,33
2.072,17,16.09,26.8,31,30
0.1716,18,4.32,25.2,36,38
0,19,0,23.1,40,31
0,20,0,21.5,45,29
0,21,0,20,50,29
0,22,0,18.4,56,29
0,23,0,16.7,61,29
0,0,0,15.3,65,29
0,1,0,14.3,67,24
0,2,0,13.5,67,17
0,3,0,13,69,1
0,4,0,12,72,0
0,5,-5.19,11.1,74,0
0.3114,6,6.39,10.6,75,0
3.1938,7,18.18,11.9,73,0
7.16,8,30.13,17.2,52,4
10.5018,9,41.29,21.5,40,0
12.9992,10,51.2,24.1,35,0
14.3742,11,58.47,25.8,32,2
14.981,12,60.92,26.9,28,2
13.7882,13,57.41,27.6,25,18
8.3342,14,49.5,27.8,23,22
8.7314,15,39.28,26.6,23,23
6.0394,16,27.98,26.6,23,18
2.3052,17,16.26,26.3,24,12
0.1796,18,4.49,25,28,20
0,19,0,22.5,33,34
0,20,0,20.9,37,32
0,21,0,19.6,43,31
0,22,0,18.4,51,18
0,23,0,16.6,62,17
0,0,0,14.9,71,60
0,1,0,13.7,72,100
0,2,0,13.2,68,100
0,3,0,12.6,65,100
0,4,0,12.3,64,100
0,5,-4.91,11.7,77,90
0.1084,6,6.67,11.6,70,100
1.2682,7,18.45,11.6,72,81
3.4452,8,30.41,11.8,72,61
7.1792,9,41.58,12.6,74,63
10.5348,10,51.53,14.6,71,49
13.95,11,58.83,17.3,62,38
13.82,12,61.28,19.6,55,39
12.9248,13,57.72,21,51,31
11.0994,14,49.74,22.1,49,29
8.3072,15,39.47,23.4,49,32
4.2904,16,28.15,23.6,49,33
1.7852,17,16.42,23.3,50,28
0.1742,18,4.66,22.3,55,22
0,19,0,20.2,63,24
0,20,0,18.8,69,20
0,21,0,17.7,72,15
0,22,0,16.8,74,21
0,23,0,15.6,78,23
0,0,0,15.2,79,24
0,1,0,15.1,79,29
0,2,0,15,78,29
0,3,0,13.5,85,29
0,4,0,13.4,84,38
0,5,-4.63,12.8,77,100
0.0262,6,6.94,10.6,72,100
0.1546,7,18.72,8.6,73,94
2.3214,8,30.68,7.9,70,82
3.3248,9,41.88,8,63,73
4.734,10,51.86,8,58,91
8.2786,11,59.19,8.1,54,100
8.5394,12,61.64,9,50,100
12.0988,13,58.01,9.9,47,100
11.8176,14,49.97,11.5,44,92
10.1168,15,39.66,13.2,40,52
6.3884,16,28.32,13.5,40,38
2.4744,17,16.59,13.2,40,5
0.2352,18,4.83,12.5,40,1
0,19,0,11.2,43,0
0,20,0,10,46,0
0,21,0,9.2,48,0
0,22,0,8.1,52,0
0,23,0,7.2,57,0
0,0,0,6.7,57,0
0,1,0,6.3,58,0
0,2,0,5.7,62,0
0,3,0,5.2,67,7
0,4,0,5.4,66,27
0,5,-4.35,5.8,65,28
0.4618,6,7.21,5.7,65,25
3.2832,7,18.99,6.3,64,25
7.503,8,30.96,8.2,55,20
11.2364,9,42.17,10.1,49,19
13.9076,10,52.18,12,42,20
15.428,11,59.55,13.6,37,13
15.8184,12,61.99,15.1,32,3
15.0704,13,58.31,16.3,29,0
13.2416,14,50.21,17.1,27,0
