P,H,HS,T,RH,CC
0,20,0,-5.9,32,30
0,21,0,-6.2,32,30
0,22,0,-6.6,34,30
0,23,0,-7.2,36,30
0,0,0,-7.8,40,30
0,1,0,-8.3,42,30
0,2,0,-8.6,45,30
0,3,0,-9.6,49,30
0,4,0,-9.6,50,30
0,5,0,-9.3,50,30
0,6,0,-9.1,51,31
0,7,-2.6,-8.8,51,50
0.3844,8,7.43,-8.3,51,81
1.2842,9,16.21,-7.1,47,90
2.6644,10,23.18,-6.6,51,88
3.6872,11,27.73,-5.7,54,90
5.6962,12,29.27,-4.9,58,96
10.146,13,27.59,-4.2,59,90
3.3494,14,22.93,-3.3,58,89
2.9842,15,15.86,-5,68,95
1.9044,16,7.02,-5.3,69,73
0,17,-3.06,-6.1,72,28
0,18,0,-7.7,80,28
0,19,0,-7.4,71,30
0,20,0,-7.6,73,6
0,21,0,-7.9,75,2
0,22,0,-8.4,78,0
0,23,0,-8.8,80,0
0,0,0,-9.1,80,0
0,1,0,-10.1,82,0
0,2,0,-10.8,83,0
0,3,0,-12.2,86,0
0,4,0,-11.8,85,0
0,5,0,-11.2,85,1
0,6,0,-10.9,85,3
0,7,-2.6,-10.5,85,62
0.5472,8,7.45,-9.5,83,74
7.6806,9,16.24,-5.2,73,66
11.0066,10,23.25,-1.6,61,32
13.1512,11,27.82,-0.5,68,43
13.173,12,29.39,2.2,55,66
11.4764,13,27.72,2.3,72,70
7.089,14,23.08,2.4,68,73
5.2432,15,16.01,1.8,74,76
2.0682,16,7.17,1.2,76,48
0,17,-2.91,0.5,75,36
0,18,0,0.1,62,39
0,19,0,-0.7,64,41
0,20,0,-1.3,65,32
0,21,0,-2.7,67,38
0,22,0,-5.3,73,82
0,23,0,-7.4,76,80
0,0,0,-8.1,78,80
0,1,0,-8.8,79,63
0,2,0,-9.3,79,59
0,3,0,-11,78,57
0,4,0,-12.1,79,44
0,5,0,-12.5,78,38
0,6,0,-13.3,77,25
0,7,-2.6,-13.8,77,24
0.4238,8,7.47,-14.1,75,9
9.1896,9,16.29,-10,64,3
12.558,10,23.32,-5,50,1
14.3846,11,27.91,-2.2,44,0
14.909,12,29.51,0,38,0
14.2492,13,27.87,0.7,45,0
12.2476,14,23.23,1.1,56,0
8.9204,15,16.17,1,49,0
4.1768,16,7.33,0.8,43,0
0,17,-2.75,0,35,0
0,18,0,-1.1,31,0
0,19,0,-5.5,42,0
0,20,0,-8.3,48,27
0,21,0,-9.9,50,29
0,22,0,-10.8,50,17
0,23,0,-12.5,55,9
0,0,0,-13.6,59,7
0,1,0,-14.4,60,1
0,2,0,-14.9,60,0
0,3,0,-15.3,59,0
0,4,0,-15.5,59,0
0,5,0,-15.8,59,0
0,6,0,-16,59,0
0,7,-2.6,-16.2,59,0
0.4208,8,7.5,-16.2,59,0
9.5626,9,16.34,-11.5,48,0
13.0134,10,23.39,-7.3,43,0
14.8236,11,28.02,-4,50,0
15.177,12,29.64,-0.1,31,0
14.4304,13,28.02,0.3,37,0
12.5458,14,23.39,0.9,35,0
9.2216,15,16.33,0.9,22,0
4.3898,16,7.49,0.4,24,0
0,17,-2.6,-1.7,31,0
0,18,0,-3.6,33,0
0,19,0,-4.9,34,0
0,20,0,-6.3,38,0
0,21,0,-7,40,0
0,22,0,-7.9,42,0
0,23,0,-8.6,43,0
0,0,0,-9.3,45,0
0,1,0,-9.8,46,0
0,2,0,-10.4,47,0
0,3,0,-11.2,49,0
0,4,0,-11.5,49,0
0,5,0,-11.6,49,0
0,6,0,-11.8,50,0
0,7,-2.58,-12.2,50,0
0.427,8,7.54,-12.6,51,0
9.4668,9,16.4,-10.4,48,0
12.8972,10,23.48,-7.3,40,4
14.8546,11,28.13,-5.9,41,19
15.4492,12,29.78,-4.4,37,30
14.2388,13,28.17,-3.5,36,38
11.906,14,23.55,-2.8,36,41
8.5008,15,16.5,-2.9,38,45
2.943,16,7.65,-3.5,41,49
0,17,-2.44,-4.7,46,44
0,18,0,-5.9,48,36
0,19,0,-6.6,49,29
0,20,0,-7.7,53,13
0,21,0,-8.6,56,4
0,22,0,-9.6,60,2
0,23,0,-10.8,64,0
0,0,0,-11.7,67,0
0,1,0,-12,67,0
0,2,0,-11.9,66,0
0,3,0,-11.6,66,0
0,4,0,-11.2,67,0
0,5,0,-10.9,69,0
0,6,0,-10.6,71,0
0,7,-2.57,-10.5,73,0
0.4238,8,7.58,-10.4,74,0
9.4628,9,16.46,-8.2,67,0
12.8782,10,23.57,-4.3,56,0
14.6158,11,28.25,-0.9,47,0
15.1922,12,29.92,1,39,0
14.6536,13,28.33,1.8,36,0
12.7168,14,23.72,2.1,35,0
9.2132,15,16.67,3,32,0
4.4576,16,7.82,2.1,36,0
0,17,-2.27,0,43,0
0,18,0,-2.4,50,0
0,19,0,-4,56,0
0,20,0,-4,55,0
0,21,0,-5.5,60,0
0,22,0,-6.8,64,0
0,23,0,-7.6,66,0
0,0,0,-8,66,0
0,1,0,-8.3,65,0
0,2,0,-9.7,69,0
0,3,0,-10.5,70,0
0,4,0,-10.7,68,0
0,5,0,-10.9,67,0
0,6,0,-11,67,0
0,7,-2.54,-11.3,67,0
0.4308,8,7.63,-11.4,66,0
9.5122,9,16.53,-9,59,0
12.8748,10,23.67,-4.8,47,0
14.8476,11,28.38,-2.3,37,0
15.5122,12,30.08,-1.1,36,0
14.7996,13,28.5,-0.2,35,0
12.8138,14,23.9,0.5,34,0
9.399,15,16.85,1.4,31,0
4.6356,16,8,1.1,32,0
0,17,-2.1,-0.6,40,0
0,18,0,-2.9,48,0
0,19,0,-4.9,54,0
0,20,0,-6.3,56,0
0,21,0,-7.6,57,0
0,22,0,-8.6,57,0
0,23,0,-9.7,57,0
0,0,0,-10.5,58,0
0,1,0,-10.8,58,0
0,2,0,-10.8,56,0
0,3,0,-10.5,57,0
0,4,0,-10.5,57,0
0,5,0,-10.7,58,0
0,6,0,-10.8,58,0
0,7,-2.51,-10.9,58,0
4.494,8,7.68,-11,58,0
9.6602,9,16.61,-8.7,52,0
13.1034,10,23.77,-4.8,44,0
14.8084,11,28.51,-1.6,34,0
15.384,12,30.24,0,29,0
14.8126,13,28.68,1,27,0
12.9394,14,24.08,1.4,27,0
9.492,15,17.03,2.4,26,0
4.6948,16,8.17,1.7,31,0
0,17,-1.93,-0.2,39,0
0,18,0,-2.4,45,0
0,19,0,-4.5,52,0
0,20,0,-6,56,0
0,21,0,-6.9,56,0
0,22,0,-7.7,55,0
0,23,0,-8.3,55,28
0,0,0,-9.1,55,50
0,1,0,-9.8,56,66
0,2,0,-10,59,71
0,3,0,-10.3,61,67
0,4,0,-10.5,62,64
0,5,0,-10.8,62,72
0,6,0,-11,63,74
0,7,-2.48,-11,62,71
2.4486,8,7.74,-11,62,72
6.5808,9,16.7,-8.6,56,78
11.0172,10,23.89,-4.5,47,72
12.314,11,28.65,-1.4,34,41
13.5306,12,30.4,-0.2,32,12
14.2006,13,28.86,0.2,34,0
12.7364,14,24.27,0.4,35,0
9.666,15,17.21,0.8,34,0
4.8298,16,8.35,0.3,37,0
0,17,-1.76,-1.2,43,0
0,18,0,-3.4,50,0
0,19,0,-5.4,56,0
0,20,0,-6.7,59,0
0,21,0,-7.5,59,0
0,22,0,-8.1,58,0
0,23,0,-8.8,57,0
0,0,0,-9.4,56,0
0,1,0,-9.7,55,0
0,2,0,-9.8,54,0
0,3,0,-9.7,55,0
0,4,0,-9.8,55,0
0,5,0,-10,56,0
0,6,0,-10.3,57,0
0,7,-2.44,-10.5,58,0
4.533,8,7.81,-10.7,58,0
9.7392,9,16.79,-8.6,53,0
13.2682,10,24,-4.9,44,0
15.1306,11,28.8,-2,35,0
15.5644,12,30.57,-0.4,30,0
14.7786,13,29.05,0.3,28,0
12.9358,14,24.46,0.7,27,0
9.6506,15,17.41,0.9,26,0
4.8746,16,8.54,0.8,26,0
0,17,-1.58,-0.3,30,0
0,18,0,-2.9,35,0
0,19,0,-4.9,40,0
0,20,0,-5.8,42,0
0,21,0,-6.4,42,0
0,22,0,-7.2,44,0
0,23,0,-7.9,45,0
0,0,0,-8.6,47,0
0,1,0,-9.1,49,0
0,2,0,-9.5,50,0
0,3,0,-9.5,52,0
0,4,0,-9.7,53,0
0,5,0,-9.9,53,0
0,6,0,-10.1,53,0
0,7,-2.39,-10.3,53,0
4.685,8,7.88,-10.4,53,0
9.9054,9,16.88,-8.3,47,0
13.4564,10,24.13,-4.6,39,0
15.3354,11,28.96,-1.4,30,0
15.7498,12,30.75,0.5,25,0
14.9466,13,29.24,1.5,22,0
12.9028,14,24.66,2.1,21,0
9.717,15,17.6,2.8,20,0
5.003,16,8.73,2.6,20,0
0,17,-1.4,1.5,24,0
0,18,0,-1.9,31,0
0,19,0,-4.8,39,0
0,20,0,-6,42,0
0,21,0,-6.3,41,0
0,22,0,-6.5,41,0
0,23,0,-6.7,41,0
0,0,0,-7.2,41,0
0,1,0,-7.7,43,0
0,2,0,-8.1,44,1
0,3,0,-8.1,45,0
0,4,0,-8.4,45,1
0,5,0,-8.7,46,5
0,6,0,-9,48,3
0,7,-2.33,-9.3,49,0
4.6406,8,7.96,-9.4,49,0
9.7074,9,16.99,-6.7,43,0
13.011,10,24.26,-2.2,35,0
14.5846,11,29.12,1.3,27,2
15.0336,12,30.94,3.1,23,1
14.6436,13,29.44,4.3,22,3
12.8832,14,24.86,5,21,7
9.649,15,17.8,4.9,22,7
4.6158,16,8.92,4,27,29
0,17,-1.22,1.7,36,65
0,18,0,-0.2,41,75
0,19,0,-1.8,48,68
0,20,0,-3.1,52,70
0,21,0,-4.3,55,73
0,22,0,-4.7,54,79
0,23,0,-5,53,59
0,0,0,-5.4,51,27
0,1,0,-5.8,50,7
0,2,0,-6.2,50,0
0,3,0,-6.2,48,0
0,4,0,-6.2,49,1
0,5,0,-6.2,51,2
0,6,0,-6.2,52,0
0,7,-2.28,-6.2,53,0
4.4302,8,8.04,-6.2,54,0
9.393,9,17.1,-3.6,48,0
12.7398,10,24.4,0.5,38,0
14.5236,11,29.29,3.3,30,0
15.1658,12,31.13,4.6,24,0
14.5652,13,29.65,5.2,22,0
12.688,14,25.07,5.5,21,0
9.5794,15,18,5.7,21,0
4.9904,16,9.11,5.1,23,0
0,17,-1.03,3.6,27,0
0,18,0,1.3,31,0
0,19,0,-2.6,40,0
0,20,0,-4.5,45,0
0,21,0,-5.3,46,1
0,22,0,-5.5,46,1
0,23,0,-5.8,45,1
0,0,0,-6,46,1
0,1,0,-6.1,46,0
0,2,0,-6.3,47,0
0,3,0,-6.1,46,0
0,4,0,-6,45,0
0,5,0,-6,45,0
0,6,0,-6.1,45,0
0,7,-2.21,-6.2,45,0
4.4982,8,8.14,-6.3,46,0
9.4796,9,17.21,-4,41,0
12.9102,10,24.55,-0.8,33,0
14.9268,11,29.46,1.4,27,0
15.5576,12,31.33,2.7,24,0
14.9256,13,29.86,3.5,22,0
13.0644,14,25.29,4.1,21,0
9.7852,15,18.21,4.5,20,0
5.1454,16,9.31,4.2,21,0
0,17,-0.84,2.7,25,0
0,18,0,-0.3,31,0
0,19,0,-3.4,38,0
0,20,0,-4.7,41,0
0,21,0,-5,41,0
0,22,0,-5.1,41,0
0,23,0,-5.3,41,0
0,0,0,-5.5,41,0
0,1,0,-5.6,41,0
0,2,0,-5.7,41,0
0,3,0,-5.6,42,0
0,4,0,-5.6,42,0
0,5,0,-5.7,42,0
0,6,0,-5.8,42,0
0,7,-2.14,-6,42,0
4.5298,8,8.23,-6.1,43,0
9.4874,9,17.34,-3.7,39,0
12.8574,10,24.7,-0.2,31,0
14.7798,11,29.64,1.9,26,0
15.347,12,31.54,3.1,24,0
14.683,13,30.08,3.9,23,0
12.8184,14,25.51,4.4,22,0
9.6578,15,18.42,4.6,21,0
5.1302,16,9.51,4.3,22,0
0,17,-0.65,3,27,0
0,18,0,0.2,34,0
0,19,0,-2.4,40,0
0,20,0,-4,46,0
0,21,0,-5.1,49,0
0,22,0,-5.8,52,0
0,23,0,-6.1,51,0
0,0,0,-6.2,50,0
0,1,0,-6.3,49,0
0,2,0,-6.4,48,0
0,3,0,-6.4,49,0
0,4,0,-6.6,50,0
0,5,0,-6.7,51,0
0,6,0,-6.9,51,0
0,7,-2.06,-7,51,0
4.4852,8,8.34,-7,51,0
9.3338,9,17.47,-4,45,0
12.7744,10,24.86,-0.2,34,0
15.0228,11,29.83,0.7,31,0
15.7086,12,31.75,1.2,31,0
15.079,13,30.31,1.7,30,0
13.2274,14,25.73,2.1,30,0
9.8916,15,18.64,1.7,29,0
4.9974,16,9.72,1.2,30,0
0,17,-0.46,-0.2,35,4
0,18,0,-1.8,39,20
0,19,0,-3.2,43,26
0,20,0,-2.7,41,29
0,21,0,-2.7,41,29
0,22,0,-3,43,26
0,23,0,-3.2,44,25
0,0,0,-3.8,46,26
0,1,0,-4.3,48,28
0,2,0,-5.2,52,8
0,3,0,-5.8,53,7
0,4,0,-6.3,56,10
0,5,0,-6.8,59,20
0,6,0,-7.1,61,14
0,7,-1.98,-7.2,61,11
2.7948,8,8.44,-7.3,63,26
6.203,9,17.6,-4.5,53,30
9.259,10,25.02,-2.1,43,36
11.4912,11,30.03,-0.6,40,31
12.3186,12,31.97,0.8,38,31
12.2132,13,30.53,1.8,38,40
11.6864,14,25.96,2.7,37,38
7.9426,15,18.86,2.6,39,41
3.7482,16,9.93,2,41,37
0,17,-0.26,0.4,47,31
0,18,0,-1.3,53,30
0,19,0,-2.7,59,30
0,20,0,-4.1,65,29
0,21,0,-5,69,29
0,22,0,-5.1,69,29
0,23,0,-5.2,69,30
0,0,0,-5.6,72,29
0,1,0,-6,74,18
0,2,0,-6.4,77,2
0,3,0,-6.7,78,1
0,4,0,-7.1,79,20
0,5,0,-7.4,80,23
0,6,0,-7.4,79,26
0,7,-1.89,-7.4,79,29
2.726,8,8.56,-7.4,79,26
7.4106,9,17.74,-4.6,68,18
11.9164,10,25.19,-1.6,56,15
14.3312,11,30.23,0.3,49,5
14.6424,12,32.19,1.6,45,0
14.3376,13,30.77,2.5,43,4
12.27,14,26.19,3.1,43,18
9.7378,15,19.08,3,43,0
5.1076,16,10.14,2.2,47,0
0,17,-0.06,0.6,55,0
0,18,0,-1.1,62,0
0,19,0,-2.4,68,0
0,20,0,-4.1,77,0
0,21,0,-5,81,0
0,22,0,-5.6,83,0
0,23,0,-5.9,84,0
0,0,0,-6.2,85,11
0,1,0,-6.6,85,23
0,2,0,-6.9,85,1
0,3,0,-7.1,83,25
0,4,0,-6.9,83,32
0,5,0,-6.6,81,30
0,6,0,-6.5,81,30
0,7,-1.8,-6.6,82,29
3.4132,8,8.68,-6.5,82,27
8.1228,9,17.89,-3.8,71,29
9.9916,10,25.37,0.6,56,27
10.6554,11,30.44,3.4,48,29
8.6814,12,32.42,5.3,42,48
7.2714,13,31.01,6.1,40,55
8.942,14,26.43,6.5,39,57
6.4438,15,19.31,5.8,42,56
2.3346,16,10.35,5,46,66
0.0334,17,0.14,3,55,55
0,18,0,0.8,64,29
0,19,0,0.7,64,29
0,20,0,-0.2,67,30
0,21,0,-2.2,75,30
0,22,0,-3.1,76,30
0,23,0,-3.5,72,29
0,0,0,-3.7,67,22
0,1,0,-3.8,62,16
0,2,0,-4.3,59,28
0,3,0,-4.9,57,35
0,4,0,-4.9,54,51
0,5,0,-5.1,52,66
0,6,0,-4.7,50,74
0,7,-1.7,-4.4,48,81
4.324,8,8.81,-2.6,46,25
8.9702,9,18.04,-1.9,49,1
12.8104,10,25.56,-0.1,40,0
14.9864,11,30.65,0.9,33,0
15.7344,12,32.66,1.8,29,0
15.2184,13,31.26,2.4,27,0
12.9236,14,26.67,2.8,25,5
7.8192,15,19.54,2.6,26,23
2.916,16,10.57,1.9,27,29
0.0408,17,0.34,0.6,31,29
0,18,0,-0.8,33,30
0,19,0,-1.8,34,31
0,20,0,-2.8,36,42
0,21,0,-2.8,35,59
0,22,0,-2.1,33,83
0,23,0,-2.3,34,87
0,0,0,-3.3,37,89
0,1,0,-3.8,40,87
0,2,0,-3.8,41,88
0,3,0,-3.4,41,89
0,4,0,-3.5,41,89
0,5,0,-3.6,42,87
0,6,0,-4.2,45,88
0,7,-1.59,-4.5,47,88
2.596,8,8.94,-4.6,49,77
8.6322,9,18.2,-3.6,46,35
12.5794,10,25.75,-2.1,44,15
14.78,11,30.87,-0.9,42,4
15.5366,12,32.9,0.1,39,1
15.0116,13,31.51,0.9,37,1
12.7676,14,26.92,1.3,37,2
9.0858,15,19.77,1.4,37,15
4.6872,16,10.79,0.8,40,10
0.0292,17,0.55,-0.5,45,27
0,18,0,-2.3,51,2
0,19,0,-3.4,55,0
0,20,0,-3.8,57,0
0,21,0,-3.7,56,0
0,22,0,-3.9,57,3
0,23,0,-4.5,60,0
0,0,0,-5.5,65,0
0,1,0,-5.9,67,8
0,2,0,-6.4,70,29
0,3,0,-6.2,70,28
0,4,0,-5.9,69,29
0,5,0,-6.1,70,31
0,6,0,-5.4,67,37
0,7,-1.48,-5,65,58
0.8038,8,9.08,-4.7,64,71
2.4864,9,18.37,-3.6,59,75
4.7664,10,25.94,-2.3,54,81
6.2476,11,31.1,-0.9,49,85
5.1038,12,33.15,0.4,46,79
5.1292,13,31.76,1,45,86
3.0218,14,27.17,1.5,44,88
2.1222,15,20.01,0.7,49,89
0.9136,16,11.01,0.4,51,88
0.0138,17,0.75,-0.5,56,88
0,18,0,-1.7,62,89
0,19,0,-2.3,65,89
0,20,0,-2.6,67,88
0,21,0,-3.3,72,87
0,22,0,-3.3,73,85
0,23,0,-3.3,74,86
0,0,0,-3.6,77,82
0,1,0,-4,80,77
0,2,0,-4.1,81,34
0,3,0,-4.6,85,0
0,4,0,-5.2,86,0
0,5,0,-5.6,86,0
0,6,0,-6.2,88,0
0,7,-1.36,-6.5,88,0
4.2614,8,9.22,-6.4,87,3
8.9904,9,18.54,-3.2,72,3
12.373,10,26.15,-0.5,62,1
14.4266,11,31.33,1.5,56,0
15.249,12,33.4,3.1,52,0
14.8208,13,32.02,4.3,49,0
13.0342,14,27.42,5,48,0
9.9088,15,20.25,4.6,51,0
5.4018,16,11.23,3.8,54,0
0.0362,17,0.96,2.1,62,0
0,18,0,0,69,0
0,19,0,-1.7,77,0
0,20,0,-3,83,0
0,21,0,-4.1,85,0
0,22,0,-4.8,87,0
0,23,0,-5.1,88,0
0,0,0,-5.5,88,0
0,1,0,-5.8,88,1
0,2,0,-6.2,88,5
0,3,0,-6.4,87,3
0,4,0,-6.4,87,6
0,5,0,-6.5,87,12
0,6,0,-6.5,87,23
0,7,-1.24,-6.4,85,22
3.463,8,9.38,-6.2,83,19
7.1942,9,18.72,-3.5,73,23
11.003,10,26.35,-0.2,62,26
13.7938,11,31.57,2,54,36
15.399,12,33.66,3.8,49,31
14.82,13,32.29,5.4,45,18
11.2656,14,27.68,6.3,44,5
8.355,15,20.49,4.7,50,3
5.3994,16,11.45,3.8,54,5
0.0368,17,1.17,2,64,1
0,18,0,-0.2,73,6
0,19,0,-1.6,80,18
0,20,0,-1.9,82,2
0,21,0,-3.4,86,2
0,22,0,-3.8,81,11
0,23,0,-3.5,72,15
0,0,0,-3.4,64,22
0,1,0,-2.9,52,12
0,2,0,-2.7,40,2
0,3,0,-3.9,35,0
0,4,0,-4.7,36,0
0,5,0,-5.7,37,0
0,6,0,-6.4,37,0
0,7,-1.11,-7.2,38,0
4.8382,8,9.53,-7.5,38,0
9.9922,9,18.9,-5.7,34,0
13.6538,10,26.57,-4.3,27,0
15.779,11,31.81,-2.9,21,0
16.353,12,33.93,-1.7,18,0
15.711,13,32.56,-0.6,16,4
14.0072,14,27.94,0.1,15,0
9.8662,15,20.74,-0.6,16,28
3.5868,16,11.68,-0.8,17,30
0.0978,17,1.38,-1.9,21,30
0,18,0,-3.4,24,30
0,19,0,-4.3,25,30
0,20,0,-4.8,27,34
0,21,0,-5,28,55
0,22,0,-4.6,28,77
0,23,0,-4.9,29,84
0,0,0,-5.2,31,84
0,1,0,-5.3,32,86
0,2,0,-5.7,33,82
0,3,0,-5.7,32,70
0,4,0,-6.1,34,57
0,5,0,-6.5,35,50
0,6,0,-7.3,36,43
0,7,-0.97,-7.9,37,40
2.8262,8,9.69,-7.5,35,41
7.597,9,19.09,-4.7,31,34
13.1998,10,26.79,-2.5,23,2
15.3004,11,32.06,-0.8,20,0
16.176,12,34.2,0.3,18,0
15.6746,13,32.84,1,17,0
13.7902,14,28.21,1.6,17,0
10.5816,15,20.98,2.5,15,0
6.0864,16,11.91,2.5,15,0
0.0594,17,1.6,0.9,22,0
0,18,0,-1.6,26,3
0,19,0,-3.1,30,1
0,20,0,-4.3,33,0
0,21,0,-5.6,37,0
0,22,0,-6.5,38,0
0,23,0,-6.7,36,0
0,0,0,-6.7,34,0
0,1,0,-6.6,31,0
0,2,0,-6.4,28,0
0,3,0,-5.9,27,0
0,4,0,-5.6,25,0
0,5,0,-5.4,23,0
0,6,0,-5.3,22,0
0,7,-0.83,-5.7,22,0
4.988,8,9.86,-5.9,23,0
10.0398,9,19.29,-3.7,22,0
13.7938,10,27.01,-2,18,0
16.1178,11,32.32,-1,16,0
17.1394,12,34.48,0,14,0
16.6574,13,33.11,0.7,12,0
14.6692,14,28.48,1.1,11,0
11.2436,15,21.23,1.1,11,0
6.3912,16,12.14,0.6,11,0
0.0696,17,1.81,-0.6,13,0
0,18,0,-2.5,15,0
0,19,0,-3.7,16,0
0,20,0,-4.4,16,0
0,21,0,-4.9,16,0
0,22,0,-5.3,15,0
0,23,0,-5.7,15,0
0,0,0,-6.1,16,0
0,1,0,-6.4,16,0
0,2,0,-6.8,16,0
0,3,0,-6.9,17,0
0,4,0,-7.3,18,1
0,5,0,-7.8,18,11
0,6,0,-8.1,19,9
0,7,-0.69,-8.1,19,11
4.0678,8,10.03,-8,20,15
9.5416,9,19.49,-5.6,17,26
12.1792,10,27.25,-3.7,14,36
14.8348,11,32.58,-2.2,12,8
15.575,12,34.76,-0.9,12,7
15.4238,13,33.4,0.2,11,9
13.4184,14,28.75,0.9,10,4
10.4918,15,21.49,1,11,2
6.0886,16,12.37,0.9,11,2
0.0832,17,2.02,-0.2,15,0
0,18,0,-2,18,0
0,19,0,-4.3,21,0
0,20,0,-6.1,26,0
0,21,0,-6.8,28,0
0,22,0,-7.4,28,0
0,23,0,-7.8,27,0
0,0,0,-8,26,0
0,1,0,-8.1,25,0
0,2,0,-8.4,24,0
0,3,0,-8.6,27,0
0,4,0,-8.8,28,0
0,5,0,-9,29,0
0,6,0,-9.2,30,0
0,7,-0.54,-9.3,29,0
5.1214,8,10.21,-9.2,29,0
10.038,9,19.69,-5.6,23,0
13.3432,10,27.48,-3,18,0
15.5178,11,32.85,-1.4,16,0
16.3282,12,35.04,0,16,0
15.8046,13,33.69,1.1,15,0
14.06,14,29.02,1.7,16,0
10.931,15,21.74,1.5,17,0
6.2684,16,12.61,0.8,20,0
0.0838,17,2.24,-0.5,25,0
0,18,0,-2.6,31,0
0,19,0,-3.8,35,0
0,20,0,-3.7,35,0
0,21,0,-3.8,36,0
0,22,0,-4.1,37,2
0,23,0,-4.4,38,2
0,0,0,-5.6,42,2
0,1,0,-5,39,1
0,2,0,-4.9,38,0
0,3,0,-6.8,42,0
0,4,0,-7.4,43,1
0,5,0,-7.9,42,14
0,6,0,-8,41,40
0,7,-0.38,-7.2,37,39
3.5014,8,10.39,-6.4,35,35
6.017,9,19.9,-5.3,34,36
8.3102,10,27.73,-4.3,34,29
10.379,11,33.12,-3.5,35,40
13.2904,12,35.33,-2.7,35,44
11.3384,13,33.98,-1.7,35,53
9.6746,14,29.3,-1.3,35,47
8.949,15,22,-1.3,36,30
5.3754,16,12.84,-1.3,38,14
0.9502,17,2.46,-1.9,41,5
0,18,0,-3.1,45,6
0,19,0,-4,48,34
0,20,0,-5.3,54,4
0,21,0,-6.4,58,0
0,22,0,-6.7,59,0
0,23,0,-6.9,60,0
0,0,0,-7,61,55
0,1,0,-7.2,62,63
0,2,0,-7.3,63,29
0,3,0,-5.8,56,28
0,4,0,-5.1,53,30
0,5,0,-5.6,54,26
0,6,0,-5.6,52,25
0,7,-0.22,-5.5,50,23
4.7578,8,10.58,-5.9,52,0
9.5786,9,20.12,-4.3,45,3
13.0386,10,27.97,-2.8,40,6
15.1182,11,33.4,-1.5,36,7
15.7302,12,35.63,-0.4,33,1
15.5276,13,34.28,0.4,32,1
13.7082,14,29.58,0.8,31,11
10.5214,15,22.26,0.6,31,22
5.4978,16,13.08,0.3,31,20
0.9028,17,2.68,-0.6,33,20
0,18,0,-2.1,37,27
0,19,0,-3,38,20
0,20,0,-3.8,39,4
0,21,0,-5.1,41,0
0,22,0,-5.6,41,0
0,23,0,-5.4,39,0
0,0,0,-5,38,7
0,1,0,-5.3,39,18
0,2,0,-5.7,40,17
0,3,0,-6.7,40,10
0,4,0,-7.7,43,25
0,5,0,-7.7,42,38
