P,H,HS,T,RH,CC
0,6,0,-7.8,50,1
0,7,2.13,-7.9,49,2
0.245092,8,13.24,-7.5,47,5
0.80631775,9,23.1,-4,40,1
2.003362,10,31.33,-1.6,32,3
6.962038,11,37.1,-0.1,28,4
11.62234,12,39.52,1.2,25,14
16.03399975,13,38.1,2.4,22,0
14.3361125,14,33.15,3.3,19,0
10.12692325,15,25.48,3,20,0
5.37071475,16,15.99,2.8,19,0
0.9235355,17,5.33,1.8,22,0
0,18,0,-0.3,27,0
0,19,0,-2.9,34,0
0,20,0,-5.3,40,0
0,21,0,-6.5,43,0
0,22,0,-7.1,44,0
0,23,0,-7.5,43,0
0,0,0,-7.8,42,0
0,1,0,-7.9,40,0
0,2,0,-8.1,38,0
0,3,0,-8.3,40,0
0,4,0,-8.5,38,0
0,5,0,-8.7,37,0
0,6,0,-9,36,0
1.363991,7,2.35,-9.3,35,0
6.56775925,8,13.49,-8.7,34,0
11.49446575,9,23.38,-5.1,29,0
14.9328625,10,31.64,-2.2,22,0
16.50287025,11,37.44,-0.6,20,0
16.98950225,12,39.87,0.6,19,0
16.421175,13,38.44,1.5,18,0
7.562335,14,33.46,2,18,0
1.58066675,15,25.76,2.3,18,2
1.43148,16,16.23,2,19,10
0.3196855,17,5.55,0.8,22,1
0,18,0,-1.3,27,11
0,19,0,-3,31,9
0,20,0,-4.9,36,0
0,21,0,-6.2,41,1
0,22,0,-6.9,45,30
0,23,0,-6.9,46,32
0,0,0,-6.3,45,29
0,1,0,-6,44,65
0,2,0,-5.5,43,85
0,3,0,-5.2,42,88
0,4,0,-5.2,43,86
0,5,0,-5.4,44,79
0,6,0,-6,46,8
0.59674625,7,2.59,-7,49,2
3.3424885,8,13.75,-7,50,0
5.93904425,9,23.66,-2.4,38,0
7.44156575,10,31.96,0.7,27,7
8.44679875,11,37.78,2.5,24,0
7.06504725,12,40.22,3.8,22,4
7.619169,13,38.78,4.8,21,11
4.84501,14,33.77,5.2,21,14
4.244712,15,26.03,5.2,22,12
1.66236425,16,16.48,4.6,24,8
0.14208225,17,5.77,3.2,28,13
0,18,0,0.9,33,57
0,19,0,-0.8,37,72
0,20,0,-1.7,40,70
0,21,0,-2.5,44,80
0,22,0,-3.3,48,73
0,23,0,-3.7,49,70
0,0,0,-3.8,49,56
0,1,0,-3.5,48,62
0,2,0,-3.5,49,48
0,3,0,-4.3,50,56
0,4,0,-4.4,52,61
0,5,0,-4.6,53,69
0,6,0,-4.4,53,76
0.174051,7,2.82,-3.6,51,80
0.65713075,8,14.01,-2.5,48,86
1.2645335,9,23.95,-0.9,44,90
2.11702775,10,32.27,-0.1,41,88
3.676382,11,38.12,0.7,43,94
4.9409155,12,40.58,1.3,45,89
3.9960675,13,39.12,1.9,47,91
4.73844825,14,34.08,2.1,49,100
2.20227725,15,26.31,2.1,54,100
0.99102475,16,16.72,1.8,56,100
0.113666,17,5.99,1.1,61,100
0,18,-5.42,-0.3,68,100
0,19,0,-1.3,72,100
0,20,0,-2,76,100
0,21,0,-2,76,76
0,22,0,-2.4,78,93
0,23,0,-3,82,100
0,0,0,-3.6,86,86
0,1,0,-3.5,87,49
0,2,0,-4.1,89,29
0,3,0,-4.2,88,10
0,4,0,-4.6,88,5
0,5,0,-4.7,87,2
0,6,0,-5,87,4
0,7,3.06,-5.3,87,2
0.543465,8,14.27,-4.4,85,0
5.019061,9,24.24,0,65,0
11.7644225,10,32.59,3,53,0
13.8494825,11,38.47,5.3,44,6
14.43557,12,40.93,6.9,35,47
13.8850025,13,39.47,8.1,30,19
12.20488,14,34.39,8.8,27,0
8.4112795,15,26.58,8.8,24,0
4.09552525,16,16.96,8.8,23,0
0.69975575,17,6.21,7.9,26,0
0,18,-5.21,5,36,0
0,19,0,1.7,47,0
0,20,0,-1.2,57,0
0,21,0,-2.9,63,0
0,22,0,-4.1,64,0
0,23,0,-4.6,60,0
0,0,0,-4.8,56,0
0,1,0,-5,52,0
0,2,0,-5.1,50,0
0,3,0,-5.3,57,0
0,4,0,-5.5,56,0
0,5,0,-5.6,54,2
0,6,0,-5.7,52,13
0.79921375,7,3.31,-5.6,49,12
4.7420005,8,14.54,-4.7,47,30
10.0168115,9,24.53,0.3,37,24
13.8281725,10,32.92,3.6,26,23
15.9025745,11,38.82,5.4,27,21
16.82611,12,41.3,6.6,29,18
15.08559775,13,39.81,7.5,31,20
11.767975,14,34.7,7.9,33,20
7.49484675,15,26.86,7.5,35,23
3.20751,16,17.21,7.1,40,24
0.46176775,17,6.43,5.7,50,26
0,18,-5.01,3.7,61,22
0,19,0,1.6,72,16
0,20,0,-0.2,79,8
0,21,0,-2.4,84,0
0,22,0,-3.5,86,0
0,23,0,-4.1,87,0
0,0,0,-4.5,88,0
0,1,0,-4.8,88,0
0,2,0,-4.9,88,3
0,3,0,-5.2,88,1
0,4,0,-5.4,86,1
0,5,0,-5.5,84,25
0,6,0,-5.5,80,29
0.76014075,7,3.55,-5.5,76,30
4.841458,8,14.81,-4.4,70,19
9.65450025,9,24.83,1.2,50,2
13.25984,10,33.25,4.7,39,6
15.199265,11,39.18,6.8,38,0
16.18673775,12,41.66,8.3,35,10
15.1601925,13,40.16,9.1,34,19
12.1231825,14,35.01,9.4,35,24
7.72928375,15,27.13,9.2,37,28
2.20582925,16,17.45,8.8,40,29
0.536361,17,6.65,7.3,50,29
0,18,-4.8,5.2,59,30
0,19,0,3.1,69,30
0,20,0,1.6,75,37
0,21,0,-0.3,81,48
0,22,0,-1.4,84,61
0,23,0,-2.2,87,68
0,0,0,-2.5,89,77
0,1,0,-2.4,89,78
0,2,0,-2.4,89,83
0,3,0,-2.3,86,86
0,4,0,-2.4,85,80
0,5,0,-2.8,85,80
0,6,0,-3.2,86,84
0.61450625,7,3.8,-3.1,83,87
2.29463075,8,15.08,-2.1,78,87
5.59449475,9,25.13,1.9,63,88
9.015129,10,33.58,5.4,47,87
9.36678175,11,39.53,6.9,45,89
7.3492125,12,42.03,7.9,44,89
7.20712975,13,40.51,8.4,44,83
11.473152,14,35.33,8.7,43,74
8.8410785,15,27.41,9.2,40,64
3.651518,16,17.69,8.8,41,56
0.30902925,17,6.86,7.9,48,42
0,18,-4.6,6.4,54,29
0,19,0,5.7,55,21
0,20,0,3.8,62,10
0,21,0,0.1,76,8
0,22,0,-1.9,81,11
0,23,0,-3.1,86,13
0,0,0,-3.7,88,17
0,1,0,-4.1,89,16
0,2,0,-4.4,89,9
0,3,0,-3.9,88,11
0,4,0,-4.1,88,1
0,5,0,-4.4,88,0
0,6,0,-4.6,88,0
0.774349,7,4.06,-4.8,88,0
4.855666,8,15.36,-3.6,84,0
9.43427225,9,25.44,2.7,60,0
13.1781425,10,33.91,6.4,47,0
15.2525425,11,39.9,8.3,42,0
15.84574,12,42.4,9.5,38,0
14.93286,13,40.86,10.5,36,0
11.714695,14,35.64,11.2,35,0
7.20712975,15,27.68,11.6,34,0
3.31762425,16,17.93,11.2,36,0
0.38362225,17,7.08,10,42,0
0,18,-4.4,7.8,50,0
0,19,0,5.7,59,0
0,20,0,4.7,59,0
0,21,0,0.4,78,7
0,22,0,-1.5,84,26
0,23,0,-2.4,87,29
0,0,0,-2.8,88,29
0,1,0,-2.9,87,29
0,2,0,-2.5,81,30
0,3,0,-2.1,75,29
0,4,0,-2.2,72,25
0,5,0,-2.1,68,18
0,6,0,-2,65,2
0.642923,7,4.32,-2,64,0
3.9250265,8,15.64,-0.7,62,16
6.7027375,9,25.74,3.8,52,30
8.55691275,10,34.25,8.2,44,31
8.8162135,11,40.26,10.3,39,30
8.553361,12,42.77,11,38,29
5.5163495,13,41.22,11.3,39,29
4.2908885,14,35.96,11.2,41,30
3.21106225,15,27.96,10.6,41,31
1.93232075,16,18.17,10.2,42,33
0.57898575,17,7.3,9.3,48,36
0,18,-4.19,7.9,53,44
0,19,0,6.5,58,57
0,20,0,5.1,62,65
0,21,0,3.4,68,74
0,22,0,2.4,72,83
0,23,0,1.3,77,85
0,0,0,0.5,81,87
0,1,0,0,83,89
0,2,0,-0.3,84,89
0,3,0,-0.4,85,89
0,4,0,-0.4,84,86
0,5,0,-0.1,81,83
0,6,0,0.1,78,70
0.5043925,7,4.58,0.3,75,63
3.07608375,8,15.93,1.3,71,59
5.9674605,9,26.05,4.2,55,35
8.6599225,10,34.59,5.7,48,18
10.8906175,11,40.63,6.8,45,2
10.8444375,12,43.14,7.9,42,2
10.7059075,13,41.57,8.8,40,3
8.787797,14,36.27,9.3,39,2
5.2748095,15,28.23,9.4,36,0
2.06374675,16,18.41,9.3,37,3
0,17,7.51,8.5,40,34
0,18,-3.99,6.8,47,58
0,19,0,5.4,50,66
0,20,0,5.3,49,72
0,21,0,4.6,51,72
0,22,0,2.1,60,70
0,23,0,0.8,65,54
0,0,0,0,69,45
0,1,0,-0.5,71,54
0,2,0,-1,75,76
0,3,0,0.9,65,78
0,4,0,0.2,68,82
0,5,0,0,70,86
0,6,0,-0.1,71,88
0.181155,7,4.85,-0.1,74,88
1.4492405,8,16.21,0.7,73,88
3.59468475,9,26.37,3,64,88
4.1061815,10,34.93,4.3,52,88
3.839777,11,41,5.5,48,84
4.8769785,12,43.52,6.6,46,88
6.47185325,13,41.92,7.5,45,80
4.486252,14,36.59,7.9,44,81
3.17554175,15,28.51,8,40,78
1.43148025,16,18.65,7.9,41,80
0,17,7.73,7.5,42,48
0,18,-3.79,6.2,47,46
0,19,0,4.9,52,49
0,20,0,3.8,55,53
0,21,0,2.6,58,21
0,22,0,1.3,63,18
0,23,0,-0.3,71,40
0,0,0,-1.2,76,47
0,1,0,-2,82,41
0,2,0,-2.5,86,48
0,3,0,-1.9,83,58
0,4,0,-2.1,86,71
0,5,0,-2.6,88,59
0,6,0,-2.6,89,33
0.29126875,7,5.12,-2.7,89,30
2.45447375,8,16.5,-1.5,88,22
6.262282,9,26.68,3.3,69,1
9.512417,10,35.28,6.2,53,3
11.94913,11,41.37,7.9,48,1
13.3308825,12,43.9,9.2,45,2
13.096445,13,42.28,10.1,43,8
10.7911585,14,36.9,10.5,43,14
7.3456605,15,28.78,10.8,38,27
3.2146145,16,18.89,10.6,38,25
0.525705,17,7.94,10,41,2
0,18,-3.59,8.1,50,0
0,19,0,6.3,57,13
0,20,0,4.9,64,29
0,21,0,2.8,74,30
0,22,0,1.2,82,30
0,23,0,0.3,87,30
0,0,0,-0.2,89,30
0,1,0,-0.6,91,30
0,2,0,-1,91,27
0,3,0,-1.2,91,48
0,4,0,-1.6,92,59
0,5,0,-1.9,92,62
0,6,0,-2,91,29
0.5043925,7,5.39,-2.2,91,22
2.52551475,8,16.8,-0.9,89,10
5.60159875,9,27,4.5,70,2
8.62085,10,35.63,7.9,54,0
10.5176475,11,41.74,9.8,49,0
11.3239675,12,44.28,11.2,46,0
12.0130675,13,42.64,12.2,42,1
9.40585525,14,37.22,12.9,40,9
5.9425965,15,29.05,12.8,39,14
2.64273275,16,19.13,12.4,42,4
0.522153,17,8.16,11.4,46,0
0,18,-3.39,9.5,53,0
0,19,0,7.7,60,0
0,20,0,6,68,0
0,21,0,4,77,0
0,22,0,2.1,84,0
0,23,0,1,88,0
0,0,0,0.1,90,1
0,1,0,-0.5,91,18
0,2,0,-0.9,92,27
0,3,0,-1.4,92,28
0,4,0,-1.6,93,28
0,5,0,-2.1,93,14
0,6,0,-2.4,92,28
0.67133925,7,5.67,-2.5,91,30
3.01569875,8,17.09,-1.1,91,28
4.955124,9,27.32,5.1,73,22
8.8197655,10,35.98,8.3,60,26
10.8018155,11,42.12,10.2,54,2
11.5122275,12,44.66,11.6,50,0
10.3080785,13,43,12.7,47,1
8.2763,14,37.53,13.2,44,9
5.132727,15,29.32,13.5,39,7
2.127684,16,19.36,13.3,37,8
0.3871745,17,8.37,12.5,39,16
0,18,-3.19,10.4,46,40
0,19,0,8.5,51,36
0,20,0,6.9,57,29
0,21,0,4.7,65,29
0,22,0,2.6,75,17
0,23,0,1.1,82,24
0,0,0,0.2,86,28
0,1,0,-0.3,87,28
0,2,0,-0.7,88,28
0,3,0,-0.8,86,28
0,4,0,-1.1,86,26
0,5,0,-1.7,88,25
0,6,-5.69,-2.2,89,25
0.72106825,7,5.95,-2.6,90,25
3.75452775,8,17.39,-1.1,88,26
8.52139125,9,27.65,4.9,67,25
11.3381775,10,36.33,8.5,50,22
13.1532775,11,42.5,10.5,45,15
13.195905,12,45.05,12.2,40,10
13.0040925,13,43.35,13.3,34,14
10.8053665,14,37.85,13.9,31,26
6.69918525,15,29.59,13.9,28,29
2.5184105,16,19.6,13.5,29,34
0.5754335,17,8.58,12.5,33,47
0,18,-2.99,10.6,40,54
0,19,0,9.2,43,63
0,20,0,7.9,48,60
0,21,0,6.1,55,68
0,22,0,4.5,62,66
0,23,0,3.5,67,66
0,0,0,2.6,72,64
0,1,0,1.8,75,59
0,2,0,1.4,77,58
0,3,0,1.5,76,54
0,4,0,1.1,77,59
0,5,0,1.1,77,57
0,6,-5.42,0.7,77,55
0.36231,7,6.23,0.5,77,51
1.829311,8,17.69,1.6,74,49
4.00317175,9,27.97,5.4,64,51
7.0011105,10,36.69,9,48,46
10.0949535,11,42.88,11,41,34
9.93866575,12,45.43,12.7,39,30
9.9706335,13,43.71,13.8,37,14
8.8304215,14,38.16,14.5,36,2
6.2338655,15,29.86,15,33,8
2.8167835,16,19.83,14.7,34,2
0.63226675,17,8.79,13.9,39,7
0,18,-2.8,11.8,48,1
0,19,0,9.9,55,0
0,20,0,8.1,63,0
0,21,0,6.2,71,0
0,22,0,4.3,80,0
0,23,0,3.1,85,0
0,0,0,2.5,86,0
0,1,0,2,84,0
0,2,0,1.5,82,1
0,3,0,1.1,79,2
0,4,0,0.6,78,1
0,5,0,0.3,77,0
0,6,-5.14,0.1,76,0
0.83828625,7,6.51,0.1,75,1
3.59823675,8,18,2.1,68,4
7.05083925,9,28.3,6.9,58,5
9.7788215,10,37.05,11.7,46,3
11.68983,11,43.27,14.1,38,0
12.2403975,12,45.82,15.3,37,0
11.046905,13,44.07,15.9,37,0
8.436143,14,38.48,16.2,38,12
5.306778,15,30.13,16.7,35,18
2.12058,16,20.07,15.9,38,33
0.39783075,17,9,15,43,16
0,18,-2.6,13,50,24
0,19,0,11.4,55,25
0,20,0,9.6,61,29
0,21,0,7.9,68,30
0,22,0,6.7,74,30
0,23,0,5.7,79,32
0,0,0,4.7,84,41
0,1,0,3.9,87,42
0,2,0,3.2,90,39
0,3,0,3.5,87,29
0,4,0,3.1,89,5
0,5,0,2.5,90,0
0,6,-4.86,2,91,0
0.78500525,7,6.8,1.6,91,0
3.78649625,8,18.3,3.1,84,0
8.48587125,9,28.63,8.3,66,0
12.6595425,10,37.41,12,50,0
15.4123875,11,43.65,13.7,38,0
15.2063725,12,46.21,14.6,29,0
14.2970425,13,44.43,15.3,25,0
12.0699,14,38.79,15.6,24,2
9.06485675,15,30.4,16.1,22,0
4.82724975,16,20.3,16.1,21,0
1.23611675,17,9.21,15.3,24,0
0,18,-2.41,13.8,29,0
0,19,0,11.3,37,0
0,20,0,8.3,39,0
0,21,0,5.9,45,0
0,22,0,3.9,49,0
0,23,0,3.2,47,0
0,0,0,3,41,0
0,1,0,6.3,27,0
0,2,0,5.6,26,0
0,3,0,0.9,40,0
0,4,0,-0.9,49,0
0,5,0,-2.1,56,0
0,6,-4.58,-2.9,62,0
2.4438175,7,7.09,-3.4,66,0
7.4557745,8,18.61,-1.2,71,0
11.870985,9,28.97,6,50,0
14.9825925,10,37.77,9.2,24,0
16.54549475,11,44.04,10.3,22,0
16.81900425,12,46.6,11,21,0
16.30750775,13,44.79,11.5,21,0
14.3290075,14,39.1,11.8,21,0
10.972313,15,30.66,11.8,20,0
6.22320975,16,20.53,11.3,20,0
1.65526,17,9.41,10.2,20,0
0,18,-2.21,8.3,23,0
0,19,0,6.5,25,0
0,20,0,5.2,28,0
0,21,0,5,27,0
0,22,0,3.4,31,0
0,23,0,0.8,38,0
0,0,0,-1,45,0
0,1,0,-2.4,51,0
0,2,0,-3.5,58,0
0,3,0,-3.3,53,0
0,4,0,-4.2,58,0
0,5,0,-4.8,63,0
0.060385,6,-4.3,-5,65,0
2.617868,7,7.38,-5,66,0
7.26751525,8,18.92,-2.3,65,0
11.68983,9,29.3,3.8,43,1
14.581205,10,38.14,6.9,27,3
16.29685025,11,44.43,8.8,23,2
16.5952255,12,46.99,10.3,22,4
15.835085,13,45.16,11.5,22,5
13.77134,14,39.41,12.2,22,0
10.34715,15,30.93,12.5,22,0
5.89641975,16,20.76,12.3,23,0
1.527386,17,9.62,11.3,24,0
0,18,-2.02,9.1,29,0
0,19,0,7,31,0
0,20,0,5.3,37,0
0,21,0,4.3,38,0
0,22,0,1.5,49,0
0,23,0,-0.2,57,1
0,0,0,-1.3,64,1
0,1,0,-2.1,69,11
0,2,0,-2.7,74,25
0,3,0,-3,76,29
0,4,0,-3.3,79,29
0,5,0,-3.5,81,31
0,6,-4.01,-3.7,83,39
1.005233,7,7.67,-3.8,84,41
4.376138,8,19.23,-1,79,40
5.99587725,9,29.64,4.7,55,50
12.2794745,10,38.5,7.4,40,59
14.4604375,11,44.82,9.3,36,72
14.7055275,12,47.38,10.8,35,68
11.9810975,13,45.52,12,34,54
11.2316125,14,39.72,12.8,33,39
6.315563,15,31.19,13.2,31,48
3.58047675,16,20.98,13.3,29,72
0.46176775,17,9.82,12.4,28,67
0,18,-1.82,10.6,31,79
0,19,0,9,33,85
0,20,0,7.6,36,87
0,21,0,6.6,40,87
0,22,0,5.4,45,80
0,23,0,3.6,54,84
0,0,0,2.1,63,83
0,1,0,2.4,63,79
0,2,0,2.6,64,65
0,3,0,2.7,64,50
0,4,0,1.5,71,37
0,5,0,0.7,77,29
0,6,-3.72,-0.1,82,45
0.92353575,7,7.97,-0.9,88,56
3.05477175,8,19.55,1.8,81,41
6.557103,9,29.97,6.9,52,22
9.523072,10,38.87,9.5,38,19
8.233675,11,45.21,11,36,20
7.1218805,12,47.78,12.5,34,23
5.60159925,13,45.88,13.5,34,20
9.45913575,14,40.03,14,34,16
7.1289845,15,31.45,13.9,33,20
3.5271955,16,21.21,13.5,33,18
0.9270875,17,10.03,12.6,35,23
0,18,-1.63,10.7,40,13
0,19,0,8.5,47,4
0,20,0,7.2,52,2
0,21,0,5.9,58,0
0,22,0,4.3,65,0
0,23,0,3.1,70,0
0,0,0,2.2,75,0
0,1,0,1.2,80,0
0,2,0,0.3,86,0
0,3,0,-0.3,86,4
0,4,0,-0.8,89,24
0,5,0,-1.4,91,22
0,6,-3.43,-1.8,93,6
1.239669,7,8.27,-2.1,93,2
4.003172,8,19.86,0.8,85,1
7.5303675,9,30.31,6.9,59,0
10.72722175,10,39.24,9.3,48,0
9.29218975,11,45.61,11.1,44,35
6.315563,12,48.17,12.3,42,68
6.564208,13,46.24,13.1,40,90
2.5681395,14,40.34,13.5,39,89
3.05477175,15,31.71,12.1,53,79
1.87548775,16,21.43,12.4,52,26
0.5612255,17,10.23,11.8,53,16
0,18,-1.44,9.8,56,20
0,19,0,8.2,48,4
0,20,0,7.1,43,5
0,21,0,6.1,39,14
0,22,0,5.8,37,31
0,23,0,6.2,36,3
0,0,0,6,40,0
0,1,0,5.1,45,0
0,2,0,4.2,48,0
0,3,0,4.2,44,0
0,4,0,4,42,0
0,5,0,3.8,40,0
0.117218,6,-3.14,3.7,39,0
2.88782475,7,8.57,3.9,37,0
7.381181,8,20.18,5.8,35,0
11.9775475,9,30.65,9.1,30,2
10.57093075,10,39.61,11.5,24,6
14.3716375,11,46,13,21,14
13.533349,12,48.56,14.2,19,18
11.0930845,13,46.6,15.2,17,23
9.558594,14,40.65,15.7,16,22
4.50046025,15,31.97,16.1,15,19
6.42567675,16,21.66,16,13,57
1.768926,17,10.43,15.6,14,47
0,18,-1.25,13.8,18,20
0,19,0,11.7,21,6
0,20,0,9.5,24,4
0,21,0,7.4,28,0
0,22,0,5.9,31,0
0,23,0,4.7,33,0
0,0,0,3.7,35,0
0,1,0,2.6,38,0
0,2,0,2.5,36,0
0,3,0,2,38,0
0,4,0,2,37,0
0,5,0,1,40,0
0.12077,6,-2.84,-0.6,44,0
3.012147,7,8.87,-2.1,52,0
7.921094,8,20.5,0.3,51,0
12.0130675,9,30.99,4.4,26,0
14.961275,10,39.98,6,19,0
16.35013325,11,46.4,7.3,17,0
16.6627125,12,48.96,8.6,16,0
16.4389355,13,46.96,9.8,14,0
14.939965,14,40.96,10.7,12,0
11.5939225,15,32.23,11.8,11,0
6.96914175,16,21.88,12,10,0
2.01757,17,10.63,11.7,10,0
0.04262475,18,-1.06,10.1,15,0
0,19,0,8,17,0
0,20,0,5.9,20,0
0,21,0,4,23,0
0,22,0,2.5,26,0
0,23,0,1.6,27,0
0,0,0,0.9,28,0
0,1,0,0.3,30,0
0,2,0,-0.4,32,0
0,3,0,-0.6,33,0
0,4,0,-1.1,34,0
0,5,0,-1.6,36,0
0.12077,6,-2.55,-1.7,36,0
3.1648855,7,9.17,-1.6,36,0
8.08093675,8,20.82,1.2,36,0
12.116075,9,31.34,6.5,29,0
14.8227475,10,40.35,10,19,0
16.33947725,11,46.79,11.9,16,0
16.91135725,12,49.36,13,16,0
16.38920275,13,47.32,14,15,2
14.6948725,14,41.26,14.8,15,5
11.24227225,15,32.49,15.3,14,8
6.7027375,16,22.1,15.5,13,16
2.0424345,17,10.83,15.1,14,15
0,18,-0.87,13.5,19,2
0,19,0,10.5,23,0
0,20,0,7.8,26,0
0,21,0,6.7,26,0
0,22,0,5.9,27,0
0,23,0,5.2,27,0
0,0,0,4.6,28,0
0,1,0,4,29,0
0,2,0,3.4,30,0
0,3,0,2.8,33,0
0,4,0,2.2,34,0
0,5,0,1.4,36,0
0.113666,6,-2.25,0.6,39,0
2.8061275,7,9.47,-0.1,42,0
7.423806,8,21.13,2,48,0
11.6045775,9,31.68,7.7,34,0
14.74105,10,40.72,10.9,22,0
16.1121455,11,47.19,12.9,19,0
16.446038,12,49.75,14.5,17,19
16.08728,13,47.68,15.8,14,49
14.456885,14,41.56,16.3,12,25
11.2671345,15,32.74,16.8,10,44
6.503822,16,22.32,16.2,9,18
2.01757025,17,11.02,15.3,10,8
0.04972875,18,-0.68,13.4,13,8
0,19,0,10.9,16,0
0,20,0,8.9,18,0
0,21,0,7.4,20,0
0,22,0,6.1,22,0
0,23,0,5.6,22,0
0,0,0,5.5,22,0
0,1,0,5.4,21,0
0,2,0,5,22,0
0,3,0,5.8,20,0
0,4,0,5.6,21,0
0,5,0,5.4,22,0
0.181155,6,-1.95,5.2,23,0
3.28920775,7,9.78,5.1,25,0
8.04186425,8,21.45,7.1,26,0
12.2546075,9,32.02,10.8,23,0
15.2312325,10,41.09,13.6,19,0
16.26133475,11,47.59,14.9,17,0
16.453142,12,50.15,15.9,17,0
15.589995,13,48.03,16.8,17,0
13.5440075,14,41.87,17.5,16,0
10.2157255,15,32.99,18.3,15,0
6.04205425,16,22.54,18.4,14,0
1.8612795,17,11.22,17.8,15,0
0.053281,18,-0.49,16,22,0
0,19,0,13.6,25,0
0,20,0,10.8,31,0
0,21,0,8.7,34,0
0,22,0,7.5,34,0
0,23,0,6.9,31,0
0,0,0,6.7,29,0
0,1,0,6.6,27,0
0,2,0,6.7,25,0
0,3,0,6.5,25,0
0,4,0,6.6,23,0
0,5,0,6.6,21,0
0.170499,6,-1.65,6.3,21,0
3.29986375,7,10.08,6.1,22,0
8.2230195,8,21.78,8.4,23,0
12.3576175,9,32.37,13,21,0
15.18861,10,41.47,16.9,16,0
16.367893,11,47.99,19,12,0
16.4566945,12,50.55,20,11,0
16.0268955,13,48.39,20.6,11,0
14.15851,14,42.17,20.9,12,0
10.66683525,15,33.24,21.2,11,13
6.22320925,16,22.75,21.1,11,13
1.8968,17,11.42,20.5,13,20
0.060385,18,-0.31,18.8,18,0
0,19,0,16.2,23,0
0,20,0,14,25,0
0,21,0,14.2,23,0
0,22,0,13.4,24,0
0,23,0,12.5,26,0
0,0,0,9.1,33,0
0,1,0,6,41,0
0,2,0,4.1,47,0
0,3,0,4.4,46,0
0,4,0,3.6,49,0
0,5,0,3.1,51,0
0.10656175,6,-1.35,2.7,53,0
2.358568,7,10.39,2.9,54,0
6.39015625,8,22.1,7,47,0
10.418193,9,32.71,10.4,35,0
13.2811525,10,41.84,12.8,31,1
14.3325625,11,48.38,14.8,28,2
14.53503,12,50.94,16.5,25,8
13.718055,13,48.75,17.9,22,19
11.00073,14,42.47,18.7,21,30
6.8874445,15,33.49,19.6,20,30
3.24303075,16,22.97,19.3,21,30
0.891567,17,11.61,18.5,24,30
0,18,-0.12,16.7,30,22
0,19,0,14.8,36,30
0,20,0,13.4,42,30
0,21,0,11.1,50,30
0,22,0,9.2,56,30
0,23,0,8.5,58,30
0,0,0,7.9,60,30
0,1,0,7.3,61,31
0,2,0,6.8,61,41
0,3,0,7,59,61
0,4,0,6.6,59,70
0,5,0,6.5,56,75
0,6,-1.05,6.4,53,58
1.23256475,7,10.7,7.2,47,30
5.146935,8,22.42,9.6,39,21
9.558593,9,33.05,13.7,31,31
10.64552425,10,42.22,17.7,22,25
10.65618075,11,48.78,19.7,18,38
9.6616055,12,51.34,20.9,18,29
11.395009,13,49.1,21.6,18,7
5.02971725,14,42.76,22,18,14
9.48399975,15,33.74,22.3,16,7
5.9994295,16,23.18,22.2,15,11
1.8612795,17,11.8,21.7,16,1
0.060385,18,0.07,20.4,20,0
0,19,0,17.4,25,0
0,20,0,14.8,32,0
0,21,0,12.1,39,0
0,22,0,10.6,40,0
0,23,0,9.2,41,0
0,0,0,8.2,39,0
0,1,0,7.8,36,0
0,2,0,7.6,34,0
0,3,0,7.5,33,0
0,4,0,7.4,32,0
0,5,0,7.2,33,0
0.15629075,6,-0.74,6.8,34,0
2.7919195,7,11.01,6.7,36,27
6.851924,8,22.74,9.3,35,27
8.159082,9,33.4,14.3,31,30
13.174589,10,42.59,18.8,25,29
12.8371475,11,49.18,21.7,21,12
15.87771025,12,51.74,23.6,18,7
14.5883075,13,49.46,24.9,16,17
10.7485325,14,43.06,25.6,15,29
3.37800925,15,33.98,25.2,14,30
3.079636,16,23.39,24.5,15,35
0.7992135,17,11.99,22.8,19,75
0,18,0.25,21,23,83
0,19,0,19.6,29,90
0,20,0,18.6,34,83
0,21,0,17.6,38,85
0,22,0,16.5,43,87
0,23,0,15.1,51,87
0,0,0,14.2,56,86
0,1,0,13.6,60,87
0,2,0,12.9,64,71
0,3,0,13.3,53,68
0,4,0,12.3,58,67
0,5,0,11.6,60,62
0.056833,6,-0.44,10.9,63,60
1.296502,7,11.31,10,70,59
2.9268975,8,23.06,12.6,58,74
4.3406175,9,33.74,14.7,49,86
3.5804765,10,42.96,15,50,91
4.52532475,11,49.58,14.2,60,95
2.91979325,12,52.13,13.3,76,100
4.32285675,13,49.81,14,72,71
11.856775,14,43.35,17.1,53,49
8.6137455,15,34.23,19,42,12
4.060005,16,23.6,19.6,39,5
0.70686025,17,12.18,19.8,37,5
0.07104125,18,0.43,18.8,37,5
0,19,0,17.1,35,2
0,20,0,15.3,28,0
0,21,0,13.8,23,0
0,22,0,12.4,21,0
0,23,0,11,21,0
0,0,0,9.8,22,0
0,1,0,8.7,25,0
0,2,0,7.8,27,1
0,3,0,5.8,30,2
0,4,0,4.9,31,6
0,5,0,3.8,34,17
0.11011375,6,-0.13,2.7,39,14
3.598237,7,11.62,2.6,40,8
8.68833875,8,23.38,3.9,42,0
11.7786325,9,34.09,5.9,27,1
14.97548725,10,43.34,7.5,24,9
15.90612725,11,49.98,8.9,22,18
16.69113275,12,52.53,10.5,20,14
15.62196025,13,50.16,11.6,18,11
12.6453355,14,43.64,12.3,17,10
11.6294465,15,34.47,12,18,6
7.04018325,16,23.81,12,18,3
