P,H,HS,T,RH,CC
10.4352,9,17.97,-4.7,38,0
13.7378,10,24.5,-2.5,32,0
15.5502,11,28.47,-0.9,28,0
15.8938,12,29.35,0.2,26,0
14.7702,13,27,0.8,25,0
12.1112,14,21.78,1.2,25,0
8.1356,15,14.28,0.9,26,0
3.013,16,5.13,0.2,30,0
0,17,-5.16,-1.6,34,0
0,18,0,-3.3,38,0
0,19,0,-4.2,41,0
0,20,0,-4.7,42,0
0,21,0,-5,43,0
0,22,0,-5.1,43,17
0,23,0,-5.3,44,29
0,0,0,-5.5,44,15
0,1,0,-5.8,45,0
0,2,0,-6,45,0
0,3,0,-6.4,46,0
0,4,0,-6.7,47,0
0,5,0,-7.1,49,0
0,6,0,-7.4,51,0
0,7,-0.31,-7.4,53,0
5.3798,8,9.55,-6.7,51,0
10.2548,9,18.03,-3.9,38,0
13.6326,10,24.59,-1.4,29,0
15.5312,11,28.58,-0.2,25,0
15.8998,12,29.48,0.4,24,0
14.801,13,27.16,0.8,23,0
12.265,14,21.94,0.8,23,0
8.2556,15,14.44,0.2,24,0
3.1094,16,5.29,-0.5,26,0
0,17,-5,-2.1,31,0
0,18,0,-3.7,35,0
0,19,0,-4.5,38,0
0,20,0,-5,40,0
0,21,0,-5.5,42,0
0,22,0,-6.2,45,0
0,23,0,-6.8,48,0
0,0,0,-7.3,49,0
0,1,0,-7.7,51,0
0,2,0,-7.9,50,0
0,3,0,-7.9,51,0
0,4,0,-8.1,50,0
0,5,0,-8.3,49,0
0,6,0,-8.4,48,0
0,7,-0.29,-8.7,47,0
5.3346,8,9.59,-8.8,46,0
10.1554,9,18.09,-6.8,39,0
13.3566,10,24.68,-4.4,32,0
15.0638,11,28.7,-2.5,25,0
15.465,12,29.63,-1.5,21,0
14.5106,13,27.31,-1.1,20,0
12.1174,14,22.1,-0.8,21,0
8.2384,15,14.61,-0.9,22,0
3.1122,16,5.46,-1.2,24,2
0,17,-4.84,-2.2,28,4
0,18,0,-4.1,33,9
0,19,0,-5.5,37,16
0,20,0,-6.6,41,7
0,21,0,-6.8,43,2
0,22,0,-6.6,43,0
0,23,0,-6.4,43,0
0,0,0,-6.4,43,0
0,1,0,-6.5,43,0
0,2,0,-6.5,42,0
0,3,0,-6.7,43,0
0,4,0,-6.9,44,0
0,5,0,-7,46,0
0,6,0,-7.2,48,0
0,7,-0.27,-7.5,50,0
5.2654,8,9.63,-7.6,52,0
10.0818,9,18.16,-5.7,47,0
13.397,10,24.78,-3.6,42,0
15.1758,11,28.83,-1.9,38,0
15.5416,12,29.77,-0.6,34,0
14.5368,13,27.48,0.4,31,0
12.0812,14,22.28,1,28,0
8.2176,15,14.78,1.8,31,0
3.23,16,5.62,1.3,32,0
0,17,-4.68,-0.1,37,0
0,18,0,-2.5,45,0
0,19,0,-3.9,50,0
0,20,0,-3.2,48,0
0,21,0,-3.7,52,0
0,22,0,-5,60,0
0,23,0,-6.4,70,0
0,0,0,-6.8,74,0
0,1,0,-6.8,75,0
0,2,0,-7.2,76,0
0,3,0,-8,68,0
0,4,0,-7.9,63,0
0,5,0,-7.5,55,0
0,6,0,-7.3,48,0
0,7,-0.24,-7.1,43,0
5.3888,8,9.69,-6.9,40,0
10.2094,9,18.24,-4.6,33,0
13.523,10,24.88,-2.5,27,0
15.3908,11,28.96,-1,24,0
15.8308,12,29.93,0,22,0
14.8406,13,27.65,0.7,22,0
12.3578,14,22.45,1.1,22,0
8.4496,15,14.96,1.2,24,0
3.4896,16,5.8,0.8,26,0
0,17,-4.51,-1,31,0
0,18,0,-2.9,37,0
0,19,0,-3.9,41,0
0,20,0,-4.6,43,0
0,21,0,-5.1,45,0
0,22,0,-5.4,45,0
0,23,0,-5.6,46,0
0,0,0,-5.6,46,0
0,1,0,-5.6,46,0
0,2,0,-5.7,44,0
0,3,0,-5.9,46,0
0,4,0,-6,43,0
0,5,0,-6,40,0
0,6,0,-6,38,0
0,7,-0.21,-6,37,0
5.3446,8,9.74,-5.9,37,0
10.148,9,18.32,-3.8,32,0
13.4846,10,24.99,-1.9,28,0
15.3134,11,29.1,-0.5,26,0
15.7016,12,30.1,0.5,24,0
14.6564,13,27.83,1.2,24,0
12.2092,14,22.64,1.6,23,0
8.3572,15,15.14,2.4,24,0
3.5018,16,5.97,2.1,26,0
0,17,-4.34,0.6,31,0
0,18,0,-1.6,39,0
0,19,0,-3.5,47,0
0,20,0,-4.7,52,0
0,21,0,-5.4,56,0
0,22,0,-5.8,58,0
0,23,0,-6,60,0
0,0,0,-6.1,61,0
0,1,0,-6.1,63,0
0,2,0,-6.2,66,0
0,3,0,-6.6,71,0
0,4,0,-6.9,73,0
0,5,0,-7.2,75,0
0,6,0,-7.4,75,0
0,7,-0.17,-7.5,76,0
4.7024,8,9.81,-7.1,74,0
9.386,9,18.41,-3.6,59,34
12.4908,10,25.11,-0.5,50,62
13.7154,11,29.25,1.1,43,62
12.1992,12,30.27,1.9,37,67
10.2784,13,28.01,2.3,35,67
8.0754,14,22.82,2.2,35,68
4.9264,15,15.32,2.4,32,75
2.1014,16,6.15,1.9,36,56
0,17,-4.17,0.6,44,35
0,18,0,-1.6,57,20
0,19,0,-3.4,69,5
0,20,0,-4.6,79,0
0,21,0,-5.2,82,0
0,22,0,-5.5,84,0
0,23,0,-5.9,84,0
0,0,0,-6.3,86,0
0,1,0,-6.6,86,0
0,2,0,-6.7,86,0
0,3,0,-7.1,82,0
0,4,0,-7.2,82,0
0,5,0,-7.3,80,0
0,6,0,-7.1,77,0
0,7,-0.12,-6.8,69,0
5.3978,8,9.88,-6.2,58,0
10.2346,9,18.51,-3.6,41,0
13.5698,10,25.24,-1.6,32,0
15.4158,11,29.4,-0.3,28,0
15.8714,12,30.44,0.6,26,0
14.9096,13,28.2,1.1,25,0
12.5962,14,23.02,1.4,24,0
8.726,15,15.51,1.7,23,0
3.7296,16,6.34,1.2,24,0
0,17,-3.99,-0.2,29,0
0,18,0,-2.1,34,0
0,19,0,-3.8,39,0
0,20,0,-4.9,43,0
0,21,0,-5.5,45,0
0,22,0,-6,47,0
0,23,0,-6.4,48,0
0,0,0,-6.6,50,0
0,1,0,-6.7,50,0
0,2,0,-6.8,51,0
0,3,0,-7.1,53,0
0,4,0,-7.3,53,0
0,5,0,-7.3,52,0
0,6,0,-7.4,52,0
0,7,-0.07,-7.3,51,0
5.3696,8,9.96,-6.9,50,0
10.1082,9,18.61,-4.1,42,0
13.3758,10,25.37,-1.6,34,0
15.2314,11,29.56,0,29,0
15.7616,12,30.63,1.1,26,0
14.852,13,28.4,1.6,25,0
12.4868,14,23.22,1.9,25,0
8.6684,15,15.71,2.2,24,0
3.752,16,6.52,1.8,26,0
0,17,-3.81,0.3,31,0
0,18,0,-1.5,36,0
0,19,0,-3.4,43,0
0,20,0,-3.5,44,0
0,21,0,-2.5,41,0
0,22,0,-4.4,47,0
0,23,0,-6.1,54,0
0,0,0,-6.6,56,0
0,1,0,-6.9,57,0
0,2,0,-7,57,0
0,3,0,-6.9,55,0
0,4,0,-7,55,0
0,5,0,-7.1,56,0
0,6,0,-7.3,57,0
0,7,-0.01,-7.4,58,0
5.444,8,10.04,-7.1,57,0
10.0304,9,18.72,-3.5,46,10
13.025,10,25.51,-0.2,35,6
14.863,11,29.73,1.9,28,8
15.3212,12,30.82,3.2,24,1
14.4578,13,28.6,4,22,0
12.2092,14,23.42,4.5,22,1
8.5856,15,15.9,4.6,22,4
3.7624,16,6.71,4.2,24,11
0,17,-3.63,2.7,29,10
0,18,0,-0.2,38,0
0,19,0,-2,43,10
0,20,0,-2.7,44,2
0,21,0,-3.1,43,11
0,22,0,-3.3,43,23
0,23,0,-3.4,43,27
0,0,0,-3.3,43,43
0,1,0,-2.9,42,64
0,2,0,-2.7,42,81
0,3,0,-2.8,43,61
0,4,0,-3.1,46,47
0,5,0,-3.2,50,26
0,6,0,-3.6,54,16
0.0134,7,0.05,-4.1,59,9
5.1058,8,10.13,-4.4,62,0
9.6966,9,18.84,-1.9,55,0
12.9374,10,25.66,0.4,50,0
14.7578,11,29.9,2,48,0
15.2302,12,31.01,3.4,41,0
14.4446,13,28.81,4.3,31,0
12.2848,14,23.63,4.7,25,0
8.6118,15,16.11,4.9,23,0
3.824,16,6.91,4.3,24,0
0,17,-3.44,2.3,29,0
0,18,0,-0.1,36,0
0,19,0,-1.3,38,0
0,20,0,-2.2,41,0
0,21,0,-3.1,44,0
0,22,0,-3.8,46,0
0,23,0,-3.8,46,0
0,0,0,-3.3,44,0
0,1,0,-3.1,42,0
0,2,0,-3.2,41,0
0,3,0,-3.5,41,0
0,4,0,-3.6,42,0
0,5,0,-3.7,43,0
0,6,0,-3.9,44,0
0.016,7,0.12,-4.2,45,0
5.4398,8,10.23,-4.2,45,0
10.2074,9,18.96,-2.2,40,0
13.5388,10,25.81,-0.3,34,0
15.4054,11,30.09,0.9,29,0
15.856,12,31.22,1.8,27,0
14.9024,13,29.02,2.5,26,0
12.5848,14,23.84,3,26,0
8.8594,15,16.31,3.5,25,0
3.9394,16,7.1,3.1,27,0
0,17,-3.26,1.3,33,0
0,18,0,-0.5,40,0
0,19,0,-2.1,46,0
0,20,0,-3.3,51,0
0,21,0,-3.7,52,0
0,22,0,-3.7,51,0
0,23,0,-3.7,51,0
0,0,0,-3.9,51,0
0,1,0,-4.1,53,0
0,2,0,-4.4,55,0
0,3,0,-5.1,58,0
0,4,0,-5.7,62,0
0,5,0,-5.5,62,0
0,6,0,-4.6,58,0
0.0184,7,0.19,-5.3,61,0
5.3966,8,10.33,-5.8,64,0
9.9684,9,19.09,-2.5,52,0
13.014,10,25.97,0.7,39,0
14.6592,11,30.27,2.4,29,0
15.3416,12,31.43,3.4,24,0
14.6538,13,29.24,3.8,23,0
12.4674,14,24.06,4,22,0
8.8236,15,16.52,4.3,22,0
3.9662,16,7.3,3.8,24,0
0,17,-3.07,2,31,0
0,18,0,-0.2,38,0
0,19,0,-1.6,43,0
0,20,0,-0.6,41,0
0,21,0,-2.6,48,0
0,22,0,-4.8,59,0
0,23,0,-5.3,63,0
0,0,0,-5.6,64,0
0,1,0,-5.9,64,0
0,2,0,-6,64,0
0,3,0,-5.9,61,0
0,4,0,-6.1,63,0
0,5,0,-6.3,66,0
0,6,0,-6,64,0
0.0208,7,0.27,-5.7,63,0
5.3714,8,10.44,-5.2,62,0
10.0092,9,19.23,-1.8,49,0
13.3752,10,26.13,0.5,36,0
15.4154,11,30.47,1.1,29,0
15.9508,12,31.64,1.4,27,0
15.0716,13,29.47,1.6,26,0
12.8374,14,24.28,1.5,26,0
9.1402,15,16.74,1.2,26,0
4.2258,16,7.5,0.7,27,0
0,17,-2.88,-0.5,34,0
0,18,0,-2.5,44,0
0,19,0,-4.4,54,0
0,20,0,-5.6,62,0
0,21,0,-6.3,69,2
0,22,0,-6.7,73,20
0,23,0,-6.9,75,26
0,0,0,-7.1,75,29
0,1,0,-7.2,75,15
0,2,0,-7.3,74,1
0,3,0,-7.3,73,0
0,4,0,-7.4,72,0
0,5,0,-7.5,73,0
0,6,0,-7.6,74,0
0.0244,7,0.36,-7.5,76,0
5.5706,8,10.56,-7.1,76,0
10.3506,9,19.37,-4.2,63,0
13.518,10,26.3,-1.5,48,0
14.299,11,30.67,0.6,33,1
13.8956,12,31.86,2.1,25,1
11.8358,13,29.7,3.2,21,1
12.3132,14,24.51,3.8,21,8
7.9458,15,16.95,3.7,21,19
2.8328,16,7.71,3.5,24,41
0,17,-2.68,2.3,29,50
0,18,0,0,36,33
0,19,0,-1,40,32
0,20,0,-1.5,43,34
0,21,0,-1.9,45,32
0,22,0,-2.1,48,30
0,23,0,-2.2,53,28
0,0,0,-2.4,59,23
0,1,0,-2.7,65,25
0,2,0,-3.1,70,28
0,3,0,-3.6,70,27
0,4,0,-4,75,25
0,5,0,-4.2,78,22
0,6,0,-4.3,80,8
0.0278,7,0.45,-4.3,81,16
2.7062,8,10.68,-3.7,78,36
5.6466,9,19.52,-1.2,66,57
9.397,10,26.48,1.1,57,68
12.5518,11,30.88,2.8,51,64
12.633,12,32.09,4.2,45,81
11.3358,13,29.93,4.9,40,80
11.6062,14,24.74,5.2,38,51
8.2686,15,17.17,5.4,36,18
3.7572,16,7.92,5.1,38,8
0,17,-2.49,3.5,44,6
0,18,0,1,53,3
0,19,0,-0.6,59,0
0,20,0,-1.7,64,0
0,21,0,-2.4,67,0
0,22,0,-2.9,69,0
0,23,0,-3.3,71,0
0,0,0,-3.5,73,0
0,1,0,-3.5,73,0
0,2,0,-3.4,74,0
0,3,0,-3.4,75,0
0,4,0,-3.4,77,0
0,5,0,-3.6,79,0
0,6,0,-3.9,82,0
0.0348,7,0.55,-3.8,82,0
3.1548,8,10.8,-3.3,81,25
7.8248,9,19.67,-0.9,70,29
11.9976,10,26.67,1.6,62,25
14.2162,11,31.09,3.7,55,27
13.9866,12,32.33,5.3,51,29
8.6092,13,30.17,6.2,47,32
7.182,14,24.97,6.3,47,62
4.614,15,17.4,6.2,47,70
1.8436,16,8.13,5.7,50,76
0,17,-2.29,4.2,56,79
0,18,0,2.1,65,83
0,19,0,0.3,75,69
0,20,0,-0.8,81,57
0,21,0,-1.3,84,29
0,22,0,-2,86,30
0,23,0,-2.5,87,30
0,0,0,-2.4,87,30
0,1,0,-2.6,88,30
0,2,0,-2.5,89,30
0,3,0,-2.5,87,26
0,4,0,-2.5,85,20
0,5,0,-2.6,78,26
0,6,0,-2.1,68,26
0.0352,7,0.66,-2.1,63,29
1.8432,8,10.94,-1.7,57,29
6.5406,9,19.83,-0.4,47,29
13.0118,10,26.86,0.8,38,62
15.8184,11,31.31,1.7,36,9
16.334,12,32.57,2.3,39,0
15.297,13,30.42,2.4,45,13
11.3078,14,25.21,2.2,50,76
9.1066,15,17.62,1.5,56,13
3.8412,16,8.34,0.4,62,15
0,17,-2.09,-1,69,29
0,18,0,-2.3,74,28
0,19,0,-2.8,75,28
0,20,0,-3,75,30
0,21,0,-3.1,74,30
0,22,0,-3,73,30
0,23,0,-2.9,71,31
0,0,0,-2.8,70,51
0,1,0,-2.9,70,70
0,2,0,-2.9,69,88
0,3,0,-2.6,66,90
0,4,0,-2.5,65,90
0,5,0,-2.4,63,91
0,6,0,-2.5,62,90
0.0326,7,0.77,-2.6,62,91
1.0706,8,11.08,-2.6,61,90
3.6394,9,20,-2.1,56,90
5.8608,10,27.06,-1.6,53,92
11.8766,11,31.54,-1.2,51,88
15.2826,12,32.81,-0.7,48,70
15.1432,13,30.67,-0.2,46,50
12.901,14,25.46,-0.2,46,31
9.226,15,17.85,-0.4,48,0
4.2964,16,8.56,-1,51,0
0,17,-1.89,-2.1,57,0
0,18,0,-3.5,65,0
0,19,0,-4.3,70,0
0,20,0,-5,74,0
0,21,0,-5.6,78,0
0,22,0,-5.8,79,0
0,23,0,-5.9,79,0
0,0,0,-6.1,80,0
0,1,0,-6.3,81,0
0,2,0,-6.3,80,0
0,3,0,-6.3,80,0
0,4,0,-6.3,79,0
0,5,0,-6.4,79,29
0,6,0,-6.5,79,26
0.059,7,0.89,-6.4,78,30
2.4656,8,11.22,-6.1,76,30
5.5314,9,20.17,-3.5,62,30
8.7638,10,27.26,-1.5,49,33
10.6056,11,31.77,0.1,41,42
8.7322,12,33.06,1.3,38,52
6.6432,13,30.93,2,37,66
4.0224,14,25.71,2.3,37,81
1.9972,15,18.09,1.9,38,88
0.701,16,8.77,1.7,39,86
0,17,-1.68,0.9,44,85
0,18,0,-0.3,48,86
0,19,0,-1,51,88
0,20,0,-1.4,53,89
0,21,0,-1.8,54,89
0,22,0,-2.1,56,89
0,23,0,-2.3,57,89
0,0,0,-2.5,58,86
0,1,0,-2.7,60,86
0,2,0,-2.7,60,86
0,3,0,-2.8,60,80
0,4,0,-3,62,72
0,5,0,-3.7,66,16
0,6,0,-4.4,71,14
0.0524,7,1.01,-4.9,75,40
4.9544,8,11.37,-4.5,74,46
9.3824,9,20.35,-0.9,58,57
12.532,10,27.47,1.6,47,57
14.5538,11,32.01,3,43,56
15.1616,12,33.32,4.1,39,23
14.3206,13,31.19,4.8,37,1
12.314,14,25.96,5.4,37,0
8.7968,15,18.32,4.7,39,0
4.16,16,8.99,4.6,40,0
0,17,-1.48,3.1,48,0
0,18,0,0.9,59,0
0,19,0,-0.5,66,0
0,20,0,-1.4,71,0
0,21,0,-1.7,71,0
0,22,0,-1.8,70,0
0,23,0,-1.8,71,0
0,0,0,-1.9,73,0
0,1,0,-1.9,75,0
0,2,0,-1.8,76,0
0,3,0,-1.6,76,4
0,4,0,-1.8,78,1
0,5,0,-2.4,83,10
0,6,0,-2.8,84,0
0.0516,7,1.13,-2.7,85,1
4.7408,8,11.53,-2,84,9
7.765,9,20.53,0.4,75,27
11.7904,10,27.69,2.5,67,26
14.614,11,32.25,4.4,60,26
14.2904,12,33.58,5.9,55,28
10.8896,13,31.45,7,51,45
7.5898,14,26.21,7,51,86
4.2906,15,18.56,6.9,52,74
2.6936,16,9.21,6,57,28
0,17,-1.27,4.1,64,18
0,18,0,1.9,73,8
0,19,0,0.6,78,20
0,20,0,0,78,38
0,21,0,0.8,68,56
0,22,0,1,42,61
0,23,0,0,21,41
0,0,0,-1.5,22,53
0,1,0,-2.7,24,54
0,2,0,-3.5,25,58
0,3,0,-2.7,22,49
0,4,0,-3.3,23,35
0,5,0,-4.2,24,23
0,6,0,-5.1,26,4
0.0592,7,1.27,-6,27,0
6.129,8,11.69,-6.2,28,0
11.2466,9,20.72,-5.2,25,0
14.8336,10,27.91,-4.2,24,0
16.8066,11,32.5,-3.4,24,0
17.2556,12,33.85,-2.7,24,0
16.2546,13,31.72,-2.2,24,0
13.8576,14,26.47,-1.8,23,0
10.0534,15,18.8,-1.6,23,0
4.8628,16,9.44,-1.8,23,0
0,17,-1.06,-2.5,25,22
0,18,0,-3.5,29,29
0,19,0,-4.6,33,29
0,20,0,-5.1,35,30
0,21,0,-5.3,38,30
0,22,0,-5.4,39,30
0,23,0,-5.1,35,30
0,0,0,-4.9,33,32
0,1,0,-4.8,32,55
0,2,0,-4.6,30,80
0,3,0,-4.7,29,89
0,4,0,-4.6,29,90
0,5,0,-4.7,28,89
0,6,0,-4.5,28,82
0.0882,7,1.41,-4.8,28,57
4.8972,8,11.86,-4.7,28,61
7.6676,9,20.92,-3.4,24,79
7.9972,10,28.13,-2.3,21,80
11.0092,11,32.76,-1.7,21,78
12.9982,12,34.12,-0.9,20,69
15.529,13,31.99,-0.2,19,7
13.5094,14,26.73,0.5,18,0
9.8336,15,19.05,0.8,19,0
4.8718,16,9.66,0.8,19,0
0,17,-0.85,-0.2,24,0
0,18,0,-1.7,28,3
0,19,0,-3.3,32,0
0,20,0,-4.8,37,13
0,21,0,-5.4,41,42
0,22,0,-5.2,40,30
0,23,0,-5,39,6
0,0,0,-5,38,1
0,1,0,-4.9,38,1
0,2,0,-4.9,38,0
0,3,0,-5,38,0
0,4,0,-5.2,40,0
0,5,0,-5.4,41,0
0,6,0,-5.3,39,0
0.0672,7,1.55,-5,30,0
6.0386,8,12.03,-4.7,24,0
11.1546,9,21.12,-4.1,20,0
14.8626,10,28.37,-3.4,19,0
17.0134,11,33.02,-2.7,17,0
17.5626,12,34.4,-1.9,15,0
16.6466,13,32.27,-1.3,15,0
14.237,14,27,-0.9,14,0
10.3724,15,19.29,-0.6,14,0
5.2024,16,9.89,-1.5,15,0
0,17,-0.64,-2.7,17,0
0,18,0,-4.2,18,0
0,19,0,-5.1,18,0
0,20,0,-5.6,18,0
0,21,0,-5.8,17,0
0,22,0,-6,17,0
0,23,0,-6.3,17,0
0,0,0,-6.7,18,0
0,1,0,-7.1,19,0
0,2,0,-7.4,20,0
0,3,0,-7.3,20,0
0,4,0,-7.6,20,0
0,5,0,-7.8,21,0
0,6,0,-8,22,0
0.0772,7,1.7,-8.1,22,0
6.2406,8,12.21,-7.9,22,0
11.372,9,21.33,-6.6,20,0
15.0084,10,28.61,-5.1,18,0
17.0086,11,33.29,-3.6,16,0
17.5622,12,34.68,-2.4,15,0
16.6186,13,32.56,-1.6,14,0
14.2154,14,27.27,-1.1,14,0
10.3764,15,19.54,-0.9,15,0
5.23,16,10.12,-1,15,0
0,17,-0.43,-1.9,18,0
0,18,0,-3.7,21,0
0,19,0,-4.7,23,0
0,20,0,-5.4,25,0
0,21,0,-5.8,26,0
0,22,0,-5.9,26,0
0,23,0,-5.9,26,0
0,0,0,-5.8,25,0
0,1,0,-5.8,24,0
0,2,0,-6.1,23,0
0,3,0,-6.2,25,0
0,4,0,-6.5,25,0
0,5,0,-6.9,25,0
0,6,0,-7.2,26,0
0.0854,7,1.86,-7.4,26,0
6.3244,8,12.39,-7.1,26,0
11.35,9,21.54,-5.5,23,0
14.89,10,28.85,-4,20,0
16.8666,11,33.56,-2.7,19,0
17.3492,12,34.97,-1.6,17,0
16.3548,13,32.84,-0.8,17,0
13.9518,14,27.54,-0.2,16,0
10.129,15,19.79,0.4,16,0
5.1052,16,10.35,0.4,16,0
0,17,-0.22,-0.4,19,0
0,18,0,-2.2,23,0
0,19,0,-2,23,0
0,20,0,-2.4,24,0
0,21,0,-3.8,27,0
0,22,0,-6.5,35,0
0,23,0,-6.9,37,0
0,0,0,-6.8,37,0
0,1,0,-6.7,35,0
0,2,0,-6.8,35,0
0,3,0,-6.9,37,0
0,4,0,-6.7,37,3
0,5,0,-6.5,37,1
0,6,0,-6.4,36,0
0.0862,7,2.02,-6.3,36,1
4.6856,8,12.58,-5.7,34,18
6.2046,9,21.76,-3.2,29,26
7.4032,10,29.1,-1.2,26,22
7.059,11,33.84,0.4,22,40
10.4806,12,35.27,1.4,21,50
9.7902,13,33.13,2.9,20,52
5.272,14,27.81,3.6,20,52
4.0162,15,20.05,3.2,20,54
0.954,16,10.58,3.3,22,57
0,17,0,2.1,28,55
0,18,0,0.8,34,39
0,19,0,-0.4,40,55
0,20,0,-1,44,38
0,21,0,-1.6,46,47
0,22,0,-2,47,41
0,23,0,-2.4,48,25
0,0,0,-2.7,47,11
0,1,0,-3.4,48,5
0,2,0,-3.8,50,29
0,3,0,-4.1,53,61
0,4,0,-3.9,55,45
0,5,0,-3.6,61,32
0,6,0,-3.4,72,39
0.1006,7,2.19,-3,78,59
3.4122,8,12.78,-2.4,74,43
9.0064,9,21.98,-1.4,63,27
13.8072,10,29.35,-0.6,51,13
16.0278,11,34.12,0.2,42,17
16.5134,12,35.56,0.7,36,15
15.8998,13,33.43,1,32,11
11.6302,14,28.09,1.1,31,7
8.7198,15,20.3,1.1,33,6
4.6802,16,10.81,0.4,38,6
0.0278,17,0.21,-0.6,47,2
0,18,0,-2.3,60,2
0,19,0,-3.2,69,13
0,20,0,-3.7,74,31
0,21,0,-3.8,73,36
0,22,0,-3.6,70,31
0,23,0,-4,71,27
0,0,0,-4.3,71,7
0,1,0,-4.6,71,3
0,2,0,-4.8,71,3
0,3,0,-5.1,71,7
0,4,0,-5.3,71,17
0,5,0,-5.4,70,14
0,6,0,-5.3,67,12
