P,H,HS,T,RH,CC
18.20816775,11,50.76,20.9,44,0
18.00392975,12,50.89,21.5,43,0
16.338955,13,46.4,21.9,43,2
13.5817575,14,38.52,22,43,0
8.69782875,15,28.6,22,46,3
4.8350875,16,17.56,21.7,48,12
0.66599,17,5.96,21,53,15
0,18,0,19.5,61,21
0,19,0,18.2,68,17
0,20,0,17.3,74,4
0,21,0,16.6,78,0
0,22,0,15.9,82,1
0,23,0,15.4,85,2
0,0,0,14.9,86,0
0,1,0,14.4,87,0
0,2,0,14,88,11
0,3,0,13.9,86,28
0,4,0,14,85,29
0,5,0,14,84,30
0.2974755,6,5.35,14.1,83,30
2.14004775,7,16.96,15,80,30
3.23227125,8,27.83,17.4,70,30
6.89965625,9,37.79,19.4,60,30
8.47139275,10,45.75,20.8,50,35
7.650005,11,50.39,21.3,47,45
6.93073575,12,50.49,21.7,46,45
5.430038,13,46.01,21.9,45,34
3.86274175,14,38.16,22.1,45,36
3.34770975,15,28.26,21.5,46,36
1.84701225,16,17.24,21.3,47,31
0.28415575,17,5.65,20.9,52,37
0,18,0,20,58,48
0,19,0,18.3,66,40
0,20,0,17.3,72,43
0,21,0,16.6,75,56
0,22,0,16.8,74,59
0,23,0,16.9,73,50
0,0,0,16.1,79,40
0,1,0,15.5,84,26
0,2,0,15.1,87,19
0,3,0,14.2,94,8
0,4,0,13.5,95,8
0,5,0,13,95,10
0.71926925,6,5.18,12.8,96,4
1.51401725,7,16.78,13.8,94,1
2.908156,8,27.62,17.3,79,1
6.92185675,9,37.53,19.6,66,0
12.378533,10,45.43,21.1,54,0
7.49904625,11,50.02,22.1,48,4
4.51541225,12,50.09,22.7,45,5
5.81631225,13,45.62,23.2,43,3
6.32246575,14,37.79,23.5,41,9
5.90511125,15,27.92,23.7,41,14
2.526322,16,16.92,23.6,40,16
0.35963475,17,5.34,22.9,45,2
0,18,0,21.4,53,1
0,19,0,19.8,62,2
0,20,0,18.7,68,1
0,21,0,18,70,3
0,22,0,17.6,70,0
0,23,0,16.9,71,2
0,0,0,16.2,72,1
0,1,0,15.7,74,6
0,2,0,15.2,76,24
0,3,0,14.7,75,17
0,4,0,14.5,76,28
0,5,0,14.3,77,20
0.93682625,6,5,14.4,78,7
4.99492475,7,16.59,15.1,78,11
8.89762525,8,27.4,17.7,67,9
13.31092,9,37.27,20.1,57,12
14.2788225,10,45.12,21.6,48,33
13.63059775,11,49.65,22.8,42,38
13.3153585,12,49.69,23.7,37,23
11.250791,13,45.23,24.1,35,16
6.36686425,14,37.43,24.5,34,30
6.2825055,15,27.58,24.6,35,32
2.326525,16,16.6,24.4,35,62
0.18647725,17,5.03,23.5,41,40
0,18,0,21.9,46,70
0,19,0,21.1,48,78
0,20,0,20.5,49,50
0,21,0,20,50,35
0,22,0,19.5,51,42
0,23,0,19.1,51,34
0,0,0,18.8,53,42
0,1,0,18.6,55,63
0,2,0,18.7,59,62
0,3,0,16.9,74,65
0,4,0,15.9,89,67
0,5,0,15.8,93,49
0.51503225,6,4.83,16.1,89,25
3.1701125,7,16.4,15.8,90,7
9.39933975,8,27.19,17.5,83,1
13.87479,9,37.02,19.3,73,1
16.7563075,10,44.8,21.1,58,0
17.65317325,11,49.28,22.3,47,0
17.44449775,12,49.29,23.1,41,0
15.80616225,13,44.84,23.6,37,0
13.1022425,14,37.06,23.9,35,0
9.1373835,15,27.24,24,35,0
4.24901625,16,16.28,24,35,0
0.5061525,17,4.72,23.2,41,0
0,18,0,21.4,49,0
0,19,0,19.7,56,0
0,20,0,18.6,60,0
0,21,0,17.9,61,0
0,22,0,17.4,61,0
0,23,0,16.9,61,1
0,0,0,16.5,61,4
0,1,0,16.2,61,9
0,2,0,15.5,64,10
0,3,0,15,69,5
0,4,0,15.2,66,0
0,5,0,15.1,65,0
0.919066,6,4.65,14.9,65,0
5.2169215,7,16.22,15.3,65,0
9.75009475,8,26.97,17.3,60,0
12.991245,9,36.75,19.2,54,0
15.86388275,10,44.49,20.3,52,0
17.61321425,11,48.91,21.1,51,0
17.2269425,12,48.89,21.7,48,0
16.01039725,13,44.45,22,45,0
13.4352375,14,36.7,22.1,42,0
9.56805675,15,26.91,21.6,36,0
4.4221735,16,15.96,20.9,34,1
0.4883925,17,4.41,19.9,36,1
0,18,0,18.5,38,0
0,19,0,17.3,41,0
0,20,0,16.6,44,0
0,21,0,15.6,50,2
0,22,0,16,49,5
0,23,0,15.5,50,0
0,0,0,12.2,66,0
0,1,0,11.5,70,0
0,2,0,11.4,66,0
0,3,0,11.5,58,0
0,4,0,10.5,62,0
0,5,0,9.7,65,0
1.256501,6,4.48,9.7,62,0
6.16262725,7,16.02,10.6,57,0
11.16199175,8,26.75,13.7,47,0
14.99365525,9,36.49,16.6,39,0
17.4711375,10,44.17,18.8,35,2
17.7863725,11,48.54,19.7,31,29
18.14600675,12,48.5,20.2,29,18
13.88366975,13,44.06,20.6,27,38
10.700237,14,36.34,20.9,26,56
2.27768575,15,26.57,20.7,28,47
0.879107,16,15.64,20.7,28,20
0.328555,17,4.1,20.1,30,10
0,18,0,19,32,13
0,19,0,18.2,36,2
0,20,0,17.2,40,1
0,21,0,16.4,43,0
0,22,0,15.6,44,0
0,23,0,14.9,47,0
0,0,0,14,51,1
0,1,0,13.2,55,10
0,2,0,12.9,58,9
0,3,0,13.1,60,2
0,4,0,13.2,59,0
0,5,0,13.4,57,0
1.13662325,6,4.3,13.5,56,0
5.78079325,7,15.83,14,57,0
10.80679825,8,26.53,15.9,53,0
14.6961775,9,36.23,18.1,46,0
17.191423,10,43.85,19.9,41,0
18.2259255,11,48.17,21.2,37,0
17.9684075,12,48.1,22.1,35,0
16.59203025,13,43.67,22.6,33,0
13.45744,14,35.98,23,32,0
9.16402325,15,26.23,24.1,30,0
3.9693005,16,15.32,23.8,31,0
0.386274,17,3.79,22.7,37,1
0,18,0,20.9,49,0
0,19,0,19.6,47,1
0,20,0,16.5,59,1
0,21,0,15.3,63,0
0,22,0,14.6,64,1
0,23,0,14.1,64,2
0,0,0,13.9,63,4
0,1,0,13.5,63,1
0,2,0,13,65,0
0,3,0,12.7,63,0
0,4,0,12.4,63,0
0,5,0,12.4,61,0
1.13662275,6,4.12,12.4,60,0
5.80743275,7,15.64,12.9,61,0
10.75351825,8,26.3,15.8,53,0
14.389825,9,35.96,18.7,44,0
16.6541875,10,43.53,20.8,39,0
17.33793775,11,47.79,22.5,35,0
17.28909975,12,47.7,23.5,31,0
15.81504475,13,43.29,24.1,29,0
13.093365,14,35.62,24.3,28,0
9.008625,15,25.9,24.3,28,0
3.6141055,16,15.01,24,29,0
0.34631475,17,3.49,23,36,0
0,18,0,21.7,42,0
0,19,0,20.6,42,0
0,20,0,19.6,45,0
0,21,0,18.1,50,0
0,22,0,15,64,0
0,23,0,13.5,71,0
0,0,0,12.8,73,0
0,1,0,12.4,74,0
0,2,0,12,74,0
0,3,0,11.8,69,0
0,4,0,11.5,69,0
0,5,0,11.1,71,0
0.945706,6,3.94,10.6,75,0
5.3101605,7,15.44,11,79,0
10.0564495,8,26.08,15.2,63,0
13.635035,9,35.69,19,50,0
15.79284275,10,43.21,21.9,42,0
16.57427025,11,47.42,24,34,0
15.91716,12,47.31,25.2,29,0
14.59406,13,42.9,25.8,27,0
11.8191025,14,35.26,26,27,0
7.77876275,15,25.57,26.1,26,0
3.17011225,16,14.69,25.8,27,0
0.2486365,17,3.18,24.7,36,0
0,18,0,22.5,43,0
0,19,0,20.1,50,0
0,20,0,18.8,53,0
0,21,0,17.9,53,0
0,22,0,17.2,52,0
0,23,0,16.7,50,0
0,0,0,16.3,49,0
0,1,0,15.9,49,0
0,2,0,15.4,50,0
0,3,0,15.3,50,0
0,4,0,14.8,52,0
0,5,0,14.3,55,0
0.603831,6,3.76,13.5,61,0
3.86718225,7,15.25,13.3,71,0
8.14727725,8,25.85,16.8,59,0
12.0943775,9,35.42,19.7,48,0
14.4342225,10,42.89,21.9,44,0
15.34885,11,47.05,23.7,41,0
14.6651,12,46.92,24.9,38,0
10.3139675,13,42.52,25.6,35,0
9.84777075,14,34.9,26,33,0
6.1626275,15,25.23,26,31,0
2.2865655,16,14.38,25.4,34,0
0.15983775,17,2.88,23.7,43,0
0,18,0,21.5,49,0
0,19,0,20.1,53,0
0,20,0,19.1,54,0
0,21,0,18.1,55,0
0,22,0,17.1,57,0
0,23,0,16.2,59,0
0,0,0,15.3,63,0
0,1,0,14.5,68,0
0,2,0,13.7,73,0
0,3,0,13.3,68,0
0,4,0,12.9,73,0
0,5,0,12.4,78,0
0.546112,6,3.58,11.8,84,0
3.68514475,7,15.05,12.1,88,0
8.040719,8,25.62,16.1,74,0
11.725865,9,35.15,19.1,61,0
14.2388675,10,42.56,21.6,50,0
15.3888075,11,46.68,23.4,40,0
15.1756925,12,46.52,24.5,37,0
13.532915,13,42.14,25,36,0
10.531521,14,34.54,25.2,36,0
6.71761925,15,24.9,25.2,36,0
2.60624075,16,14.07,24.7,39,0
0.1731575,17,2.58,23.1,49,0
0,18,0,20.8,59,0
0,19,0,19.3,66,0
0,20,0,18.1,73,0
0,21,0,17.1,79,0
0,22,0,16.2,83,0
0,23,0,15.3,86,3
0,0,0,14.2,90,1
0,1,0,13.7,90,0
0,2,0,13.1,90,0
0,3,0,12.9,89,0
0,4,0,12.5,89,0
0,5,0,13.5,81,0
0.45287325,6,3.4,14.6,65,0
3.15235275,7,14.85,15.4,51,0
7.521247,8,25.4,16.6,43,2
10.8334355,9,34.88,17.7,40,9
13.603955,10,42.24,18.7,39,14
15.6552045,11,46.31,19.5,38,12
15.93048225,12,46.13,20.1,35,4
14.5541,13,41.76,20.5,32,1
11.694785,14,34.19,20.8,29,0
7.503487,15,24.58,20.6,30,0
3.0280345,16,13.76,20.4,27,0
0.133198,17,2.28,19.6,28,2
0,18,0,18,32,4
0,19,0,16.4,36,8
0,20,0,15.2,38,23
0,21,0,14.2,42,27
0,22,0,13.9,44,26
0,23,0,14.3,40,18
0,0,0,12.7,46,3
0,1,0,11.2,52,0
0,2,0,10.2,56,0
0,3,0,10,61,7
0,4,0,9.7,64,14
0,5,0,9.8,66,11
0.24419625,6,3.21,9.8,69,12
3.942661,7,14.65,10.6,69,10
9.47037875,8,25.16,13.4,69,7
12.2231375,9,34.61,17.3,38,7
9.56361725,10,41.91,18.9,22,2
14.9758955,11,45.94,19.7,21,2
16.996068,12,45.74,20.3,20,0
15.39324725,13,41.38,20.9,20,0
12.3696525,14,33.84,21.4,20,1
8.04071925,15,24.25,21.8,20,0
3.25891075,16,13.45,21.7,20,0
0.195357,17,1.99,20.5,26,0
0,18,0,18.8,31,0
0,19,0,16.9,37,0
0,20,0,15.2,44,0
0,21,0,14,48,0
0,22,0,13.2,51,0
0,23,0,12.6,53,0
0,0,0,12.1,54,0
0,1,0,11.5,56,0
0,2,0,11,58,4
0,3,0,10.7,62,28
0,4,0,10.2,64,25
0,5,0,9.9,65,21
0.54167175,6,3.03,9.4,70,9
3.5519465,7,14.45,9.6,76,0
6.99289475,8,24.93,13.4,63,0
9.2972205,9,34.33,16.5,49,10
7.8986415,10,41.59,18.3,44,17
11.748065,11,45.57,19.8,40,16
7.530127,12,45.35,20.7,38,10
4.0225795,13,41,21.2,38,11
7.907521,14,33.48,21.6,39,18
2.6905995,15,23.92,21.6,42,12
0.7592285,16,13.15,21.1,43,5
0.0443995,17,1.69,20,50,6
0,18,0,17.8,59,9
0,19,0,16.5,66,10
0,20,0,15.7,71,8
0,21,0,15.2,76,9
0,22,0,14.8,79,11
0,23,0,14.4,82,29
0,0,0,13.9,86,42
0,1,0,13.5,87,59
0,2,0,13.5,82,52
0,3,0,13.6,70,54
0,4,0,13.3,53,47
0,5,0,13.5,47,23
0.34187475,6,2.84,13.2,48,7
1.851452,7,14.24,13.1,49,16
2.930356,8,24.7,13.5,46,43
5.443358,9,34.06,14.4,40,50
4.804008,10,41.26,15.3,32,44
10.1718865,11,45.2,15.8,27,38
7.3480895,12,44.96,16.1,25,31
12.52505,13,40.62,16.3,23,13
6.997335,14,33.14,16.3,22,28
9.039705,15,23.6,16.4,20,12
3.867182,16,12.84,15.8,20,0
0.20867675,17,1.4,14.9,21,0
0,18,0,13.5,23,0
0,19,0,12.4,26,0
0,20,0,11.5,30,0
0,21,0,10.7,33,0
0,22,0,10,37,0
0,23,0,9.4,40,0
0,0,0,9.1,41,0
0,1,0,9,39,0
0,2,0,8.8,37,0
0,3,0,7.7,41,0
0,4,0,7.2,43,0
0,5,0,6.7,46,0
1.074464,6,2.65,6.1,53,0
5.98946975,7,14.04,5.8,63,0
11.03767275,8,24.46,9.2,45,0
14.491945,9,33.78,11.8,32,0
16.8229075,10,40.94,13.4,27,0
17.83520975,11,44.83,14.5,25,1
17.484455,12,44.58,15.4,24,2
16.0592375,13,40.25,16.1,23,4
12.929085,14,32.79,16.6,22,2
8.44475175,15,23.28,16.4,22,0
3.36990925,16,12.54,16.5,21,17
0.2264365,17,1.12,15.8,25,33
0,18,0,14.8,29,9
0,19,0,12.8,42,0
0,20,0,11.7,45,0
0,21,0,11.7,46,0
0,22,0,11.7,47,0
0,23,0,10.3,54,0
0,0,0,8.4,64,0
0,1,0,7,70,0
0,2,0,6.7,68,0
0,3,0,7,63,0
0,4,0,7.3,57,0
0,5,0,7.4,54,0
1.03894425,6,2.47,7.3,53,0
6.14042775,7,13.83,7.5,55,0
11.2552315,8,24.22,10.3,46,0
15.08689525,9,33.5,13.1,35,0
17.533297,10,40.61,14.5,29,0
18.368,11,44.46,15.4,27,0
18.03945025,12,44.19,16.2,26,0
16.21019525,13,39.88,16.8,25,0
13.19104,14,32.44,17.1,25,0
8.84434725,15,22.96,16.9,25,0
3.3610295,16,12.24,16.8,25,0
0.11987825,17,0.83,16.1,29,0
0,18,0,14.6,44,0
0,19,0,14.2,35,0
0,20,0,13.3,40,0
0,21,0,12.4,47,0
0,22,0,8.9,64,0
0,23,0,7.7,70,0
0,0,0,7.2,71,0
0,1,0,6.9,71,0
0,2,0,6.5,71,0
0,3,0,6.2,70,1
0,4,0,5.9,71,14
0,5,0,5.5,73,21
0.7592285,6,2.28,5.2,76,19
4.68856925,7,13.63,5.3,80,25
9.91881125,8,23.99,9.4,63,23
13.5417975,9,33.22,13.4,47,21
12.49397325,10,40.28,16.2,36,22
16.43219225,11,44.09,17.8,28,8
15.89496025,12,43.81,18.7,27,0
13.5684375,13,39.51,19.2,26,1
9.74121175,14,32.1,19.5,26,0
4.24013625,15,22.65,19.4,25,3
1.1588225,16,11.95,19.1,26,7
0.05771925,17,0.55,17.8,33,30
0,18,0,15.8,40,31
0,19,0,15,43,31
0,20,0,14.5,46,34
0,21,0,14.1,48,44
0,22,0,13.6,51,53
0,23,0,13.2,53,49
0,0,0,12.7,54,11
0,1,0,12.4,55,1
0,2,0,11.7,57,3
0,3,0,10.7,58,4
0,4,0,10.2,60,7
0,5,0,9.9,62,7
0.14651775,6,2.09,9.8,63,15
1.63389525,7,13.42,10.7,62,25
4.0980585,8,23.75,13.2,55,43
7.0328545,9,32.94,15.2,48,51
11.88570025,10,39.96,17,43,45
12.73373025,11,43.73,18.9,38,43
11.24191,12,43.43,20.6,34,32
11.086515,13,39.14,21.6,32,20
6.97957475,14,31.76,22.1,31,21
4.73740875,15,22.33,21.6,32,16
1.5495365,16,11.66,21.1,34,11
0.04883925,17,0.27,20.1,38,11
0,18,0,18.3,43,10
0,19,0,16.7,48,4
0,20,0,15.7,51,1
0,21,0,14.6,56,22
0,22,0,13.9,59,38
0,23,0,13.3,62,39
0,0,0,13.1,62,40
0,1,0,12.8,62,38
0,2,0,12.9,61,39
0,3,0,12.5,62,39
0,4,0,12.2,62,35
0,5,0,12.1,62,37
0.3596345,6,1.9,11.8,63,40
2.33540475,7,13.21,11.7,64,38
6.11378775,8,23.51,13.7,58,40
10.180766,9,32.66,16.3,49,34
12.8491675,10,39.63,18.5,43,39
13.4973975,11,43.36,20.2,39,37
13.7282725,12,43.06,21.2,37,34
9.82113425,13,38.78,21.8,35,37
3.791703,14,31.42,22,34,44
4.43549325,15,22.02,21.9,35,58
1.46961775,16,11.37,21.4,37,65
0.04439925,17,-0.01,20.3,44,36
0,18,0,18.4,50,25
0,19,0,16.9,55,24
0,20,0,15.7,59,30
0,21,0,14.5,63,29
0,22,0,13.6,66,26
0,23,0,13,68,18
0,0,0,12.5,69,9
0,1,0,12.1,70,13
0,2,0,11.9,71,31
0,3,0,11.2,74,30
0,4,0,10.8,77,29
0,5,0,10.6,78,33
0.204237,6,1.7,10.4,80,32
1.847012,7,13,10.5,82,29
5.3367995,8,23.26,13.3,70,27
7.60560575,9,32.38,15.9,60,28
13.35532,10,39.31,17.7,56,29
10.340605,11,43,19.4,52,29
8.65786975,12,42.68,20.7,47,29
8.72002875,13,38.42,21.3,44,28
8.276037,14,31.09,21.6,43,38
4.73296875,15,21.71,21.8,40,60
1.576176,16,11.08,21.3,43,58
0.04439925,17,-0.28,20.2,50,70
0,18,0,18.2,59,49
0,19,0,16.8,66,25
0,20,0,16.2,69,29
0,21,0,15.6,73,45
0,22,0,15.1,75,35
0,23,0,14.5,77,34
0,0,0,14,78,50
0,1,0,13.5,80,39
0,2,0,13.1,83,40
0,3,0,12.4,83,52
0,4,0,12.1,89,61
0,5,0,11.5,94,76
0.02219975,6,1.51,11.5,95,58
0.80806775,7,12.79,11.9,95,64
2.6240005,8,23.02,13,94,61
4.30673525,9,32.1,13.6,92,79
3.52974675,10,38.98,14.9,83,53
5.12812275,11,42.64,16.5,75,56
0.8968665,12,42.31,16.8,76,95
0.67043,13,38.06,16.3,78,85
0.8169475,14,30.76,15.6,81,74
0.31967525,15,21.41,16,75,91
0.3019155,16,10.8,15.5,79,61
0,17,-0.55,14.1,89,89
0,18,0,13.8,90,53
0,19,0,13.8,86,15
0,20,0,13.7,83,7
0,21,0,13.6,80,5
0,22,0,13.3,78,0
0,23,0,12.9,76,0
0,0,0,12.6,75,0
0,1,0,12.1,74,0
0,2,0,11.6,74,0
0,3,0,11,80,0
0,4,0,10.4,81,0
0,5,0,9.9,82,0
0.47951275,6,1.32,9.7,82,1
4.80400775,7,12.57,9.7,81,0
9.97208825,8,22.78,12.4,74,1
13.488515,9,31.82,15.1,54,4
16.1613575,10,38.66,16.2,42,7
14.9403735,11,42.28,16.7,38,11
17.1070625,12,41.94,16.9,36,22
15.42876725,13,37.7,16.8,36,36
12.840285,14,30.43,16.5,36,41
8.32043375,15,21.11,16.7,36,43
2.68172,16,10.52,16.1,36,12
0.0399595,17,-0.82,14.9,41,4
0,18,0,13.4,46,1
0,19,0,12.4,50,0
0,20,0,11.5,55,1
0,21,0,10.6,61,1
0,22,0,9.6,68,0
0,23,0,8.7,74,0
0,0,0,8.6,75,0
0,1,0,8.8,74,0
0,2,0,9.6,71,0
0,3,0,8.4,74,0
0,4,0,7.3,79,0
0,5,0,5.8,85,0
0.4839525,6,1.12,4.9,90,0
4.786248,7,12.36,5.2,90,0
10.01204825,8,22.53,8.9,75,0
13.9058725,9,31.54,12.6,59,0
16.45438975,10,38.33,14.8,50,0
17.16922225,11,41.92,16,43,0
17.0138225,12,41.57,16.6,39,0
15.91716,13,37.35,16.9,38,0
13.0978025,14,30.1,16.9,36,0
6.65989975,15,20.81,16.6,33,0
1.540657,16,10.24,15.9,34,0
0.01331975,17,-1.08,14.4,40,5
0,18,0,12.6,46,26
0,19,0,11.4,51,30
0,20,0,10.2,58,30
0,21,0,9.1,65,29
0,22,0,8.6,69,30
0,23,0,8.1,73,30
0,0,0,7.7,76,29
0,1,0,7.4,78,27
0,2,0,7,80,27
0,3,0,6.8,77,24
0,4,0,6.3,79,17
0,5,0,5.5,82,6
0.44843325,6,0.92,4.8,85,0
4.66192975,7,12.14,4.4,87,0
9.88772975,8,22.29,8.1,74,4
13.90587,9,31.25,12.6,49,6
15.97043725,10,38.01,14.7,39,4
16.7918275,11,41.56,16.1,34,2
16.3256355,12,41.2,16.9,31,0
14.57186,13,37,17.4,29,0
11.5837855,14,29.78,17.6,29,0
7.059494,15,20.52,17.7,30,0
2.10452825,16,9.97,17.3,32,0
0.01775975,17,-1.34,15.8,42,0
0,18,0,13.7,52,0
0,19,0,12.3,60,0
0,20,0,11.1,68,0
0,21,0,10,74,0
0,22,0,9.1,79,0
0,23,0,8.4,84,0
0,0,0,7.8,86,8
0,1,0,7.4,87,12
0,2,0,7.1,88,11
0,3,0,7,89,26
0,4,0,6.8,90,39
0,5,0,6.9,90,54
0.21755675,6,0.73,7.3,89,69
1.46961775,7,11.93,7.9,87,78
5.95839025,8,22.04,10.4,77,44
9.95433075,9,30.97,13.5,62,37
13.8215125,10,37.68,15.7,52,38
15.64188225,11,41.21,17.4,43,37
15.34441,12,40.84,18.2,39,31
12.9379655,13,36.66,18.7,37,30
9.31497925,14,29.46,19,36,30
5.2169215,15,20.22,18.9,35,29
1.651655,16,9.7,18.6,37,29
0.02219975,17,-1.59,17.5,45,29
0,18,0,15.6,54,30
0,19,0,14.1,61,22
0,20,0,13,67,11
0,21,0,11.9,72,3
0,22,0,11,75,0
0,23,0,10.2,76,3
0,0,0,9.3,77,30
0,1,0,8.6,78,47
0,2,0,8.2,79,64
0,3,0,8.4,78,68
0,4,0,8.3,79,66
0,5,0,8.2,79,49
0.22199675,6,0.53,8.2,80,74
1.25650125,7,11.71,9.1,77,77
3.0147145,8,21.8,11.3,67,70
3.130153,9,30.69,13.5,57,64
3.6318655,10,37.36,15.6,52,54
6.19370675,11,40.86,17.5,53,50
5.67423475,12,40.48,18.3,55,48
4.45769275,13,36.31,18.9,53,55
3.463148,14,29.15,19.5,50,53
0.919066,15,19.94,18.5,56,57
0.54167175,16,9.43,18.3,56,50
0,17,-1.84,17.5,60,54
0,18,0,16.5,64,84
0,19,0,16.1,66,95
0,20,0,15.8,66,100
0,21,0,15.3,68,84
0,22,0,14.7,70,71
0,23,0,14.2,72,38
0,0,0,13.7,73,30
0,1,0,13.4,74,47
0,2,0,13,76,73
0,3,0,12.5,77,19
0,4,0,12,79,4
0,5,0,11.6,82,1
0.22199675,6,0.33,11.3,83,0
2.73499875,7,11.49,11.3,84,0
6.40238375,8,21.55,13.2,76,0
10.57148175,9,30.4,15.7,66,0
13.1644,10,37.04,17.7,59,2
12.57833,11,40.51,19.4,54,21
12.791445,12,40.13,20.7,49,61
10.8334375,13,35.97,21.6,45,72
6.984015,14,28.84,22.2,42,40
2.9658755,15,19.65,21.9,44,6
0.546112,16,9.17,21.6,44,43
0.01331975,17,-2.09,20,48,73
0,18,0,18.5,52,35
0,19,0,16.8,56,25
0,20,0,16,56,14
0,21,0,15.3,51,1
0,22,0,14.8,41,0
0,23,0,13.7,37,0
0,0,0,12.5,36,0
0,1,0,11.7,35,0
0,2,0,11,36,0
0,3,0,9.7,42,0
0,4,0,8.8,46,0
0,5,0,8.1,47,0
0.21311675,6,0.13,7.6,48,0
5.36343925,7,11.27,7.5,52,0
10.771279,8,21.3,9.8,48,0
14.483065,9,30.12,13.5,37,0
16.71635025,10,36.72,16.3,32,0
17.72421,11,40.16,18.2,23,0
17.320177,12,39.77,19,22,0
15.64632475,13,35.64,19.5,21,0
3.4498275,14,28.53,19.9,21,0
0,15,19.37,19.9,21,0
0,16,8.91,19.4,23,0
0,17,-2.33,17.5,28,0
0,18,0,15.3,32,0
0,19,0,14,34,0
0,20,0,13.1,35,0
0,21,0,12.5,37,0
0,22,0,11.9,38,0
0,23,0,11.6,39,0
0,0,0,11.2,40,0
0,1,0,10.9,41,0
0,2,0,10.7,41,0
0,3,0,9.9,45,0
0,4,0,9.5,46,0
0,5,0,9.1,47,0
0,6,-0.07,8.8,49,0
0,7,11.05,8.6,52,0
0,8,21.05,10.8,48,0
0,9,29.84,14,38,0
0,10,36.4,16.4,34,0
0,11,39.81,18.5,32,0
0,12,39.42,20.2,31,0
0,13,35.31,21.4,30,0
0,14,28.23,22.1,29,0
0,15,19.1,22.5,28,0
0,16,8.66,22,33,0
0,17,-2.57,20.7,37,0
0,18,0,17.9,45,0
0,19,0,15.7,52,20
0,20,0,14.2,57,30
0,21,0,13.5,58,30
0,22,0,13.2,58,28
0,23,0,13.1,58,25
0,0,0,12.8,60,20
0,1,0,12.3,63,25
0,2,0,11.9,66,29
0,3,0,11.4,69,30
0,4,0,11.2,71,28
0,5,0,11.5,71,30
0.137638,6,-0.27,11.8,71,28
2.0290495,7,10.83,12.2,73,34
2.08676875,8,20.81,14,71,79
3.22783125,9,29.56,16.5,66,89
2.97919525,10,36.08,18.5,62,47
1.855892,11,39.47,18.9,61,65
2.1666875,12,39.08,18.9,63,76
1.527337,13,34.98,18.7,64,78
0.88354675,14,27.93,18.2,69,68
0.475073,15,18.83,19.8,64,59
0,16,8.41,18.7,70,77
0,17,-2.8,16.3,87,100
0,18,0,15.5,91,100
0,19,0,15.1,91,73
0,20,0,14.6,91,5
0,21,0,13.5,89,0
0,22,0,12.4,88,0
0,23,0,11.4,88,1
0,0,0,10.8,86,20
0,1,0,10.6,74,57
0,2,0,10.5,51,33
0,3,0,10.2,40,8
0,4,0,9.3,40,0
0,5,0,8.1,45,0
0.190917,6,-0.47,7.2,51,0
5.4699975,7,10.61,6.7,53,0
11.153113,8,20.56,8.2,46,0
15.29113,9,29.27,10.6,33,0
17.955088,10,35.77,12.3,22,0
18.8785975,11,39.13,13,20,0
18.3635645,12,38.73,13.5,19,0
16.44107275,13,34.65,13.7,19,0
12.8891275,14,27.63,13.8,19,0
7.8054025,15,18.56,13.4,19,0
1.76709325,16,8.17,12.7,19,0
0,17,-3.03,11.7,21,0
0,18,0,10.5,23,0
0,19,0,9.4,26,0
0,20,0,8.5,29,0
0,21,0,7.9,31,0
0,22,0,7.6,31,0
0,23,0,7.5,30,0
0,0,0,7.5,28,0
0,1,0,7.4,27,0
0,2,0,7.3,26,0
0,3,0,6.8,37,0
0,4,0,5.9,41,0
0,5,0,4.8,47,0
0.11543825,6,-0.67,3.9,53,0
5.20360175,7,10.39,3.5,59,0
10.460484,8,20.31,6,53,0
14.7272575,9,28.99,10.1,34,0
17.0893045,10,35.45,12.4,25,0
18.10604775,11,38.79,14.1,22,0
17.69757425,12,38.39,15.3,21,1
15.78396525,13,34.33,16.1,21,1
12.60941,14,27.34,16.6,22,0
7.525687,15,18.29,17.3,22,0
1.8248125,16,7.92,17,24,0
0,17,-3.26,15.3,28,0
0,18,0,13.2,33,5
0,19,0,12,36,3
0,20,0,11.5,37,0
0,21,0,11.3,37,9
0,22,0,11.1,37,22
0,23,0,10.9,38,14
0,0,0,9.9,43,6
0,1,0,8.9,48,0
0,2,0,7.9,54,0
0,3,0,7.1,59,0
0,4,0,6.1,65,0
0,5,0,5.9,64,5
0.02219975,6,-0.88,6.1,61,36
3.85386225,7,10.17,6.4,60,31
10.407202,8,20.06,9,52,11
12.93796575,9,28.71,12.9,41,20
16.6852695,10,35.14,16.1,32,22
17.29354,11,38.46,17.5,25,7
15.8283625,12,38.06,17.9,25,6
7.11721375,13,34.02,18.4,24,37
10.607003,14,27.05,18.8,24,53
6.09602825,15,18.03,18.7,25,58
1.260941,16,7.69,18,28,1
0,17,-3.48,16.2,32,26
0,18,0,14.4,38,53
0,19,0,13.7,39,46
0,20,0,13.3,39,27
0,21,0,12.4,41,22
0,22,0,11.7,43,16
0,23,0,11.2,45,24
0,0,0,10.7,47,16
0,1,0,10.3,48,2
0,2,0,9.4,53,15
0,3,0,9.1,53,4
0,4,0,8.7,55,19
0,5,0,8.4,55,38
0.06215925,6,-1.08,8.3,53,32
4.54205175,7,9.95,8.3,49,14
10.8023595,8,19.81,9,42,5
14.7849775,9,28.43,9.9,32,1
17.48889775,10,34.83,10.8,28,1
18.81644,11,38.13,11.6,26,1
18.32804475,12,37.73,12.3,26,0
