P,H,HS,T,RH,CC
0,1,0,26.5,72,87
0,2,0,25.7,76,95
0,3,0,25,83,91
0,4,0,24.6,87,98
0,5,5.54,24.3,89,94
0.741469,6,16.59,24.3,91,93
1.64277525,7,28.12,24.4,91,88
1.7626535,8,39.79,24.4,91,93
1.744894,9,51.49,24.5,92,90
2.521882,10,62.6,24.6,92,86
3.65406525,11,71.58,24.8,91,90
5.30572,12,73.98,25,90,90
6.704299,13,67.54,25.5,88,100
4.7462885,14,57.17,26.1,85,100
8.20055625,15,45.67,26,84,100
5.1103635,16,33.9,26.8,80,100
2.69503925,17,22.22,27.3,76,84
0.5594315,18,10.89,27.1,76,68
0,19,0.17,26.5,79,57
0,20,0,25.8,82,52
0,21,0,25.3,83,43
0,22,0,24.9,84,47
0,23,0,24.7,83,68
0,0,0,24.4,83,80
0,1,0,24,84,53
0,2,0,23.8,84,71
0,3,0,23.7,89,81
0,4,0,23.5,89,87
0.18203725,5,5.44,23.3,89,89
0.48395275,6,16.5,23.2,90,71
0.94570575,7,28.03,23.3,90,79
1.9668905,8,39.7,23.6,89,86
2.8770765,9,51.39,23.9,87,94
2.93923575,10,62.5,24.4,84,87
4.00481975,11,71.46,24.6,83,79
6.9529345,12,73.87,25.1,81,70
3.0901935,13,67.48,25.6,79,89
2.140048,14,57.13,25.9,76,100
2.18000725,15,45.64,25.4,79,95
1.29202075,16,33.86,24.8,83,100
0.61271075,17,22.18,24.4,86,97
0.071039,18,10.85,23.8,90,87
0,19,0.12,23.4,92,89
0,20,0,23.1,92,85
0,21,0,23,92,76
0,22,0,22.8,93,80
0,23,0,22.6,93,100
0,0,0,22.6,92,100
0,1,0,22.5,92,52
0,2,0,22.4,93,50
0,3,0,22.1,93,47
0,4,0,22,93,56
0.12431825,5,5.34,22,92,59
0.66599,6,16.4,22.2,91,65
2.69503925,7,27.94,22.9,87,54
6.16262725,8,39.6,23.7,82,56
7.59672575,9,51.3,24.6,77,55
8.45807175,10,62.39,25.1,73,53
8.9375855,11,71.33,25.6,71,58
9.52365825,12,73.76,26,70,59
7.06393375,13,67.41,26.2,69,59
6.6021805,14,57.09,25.9,71,51
9.33717925,15,45.6,26.6,67,52
6.9618155,16,33.83,26.3,68,36
2.548522,17,22.15,25.8,71,32
0.808068,18,10.81,25.3,73,20
0.0266395,19,0.07,24.5,77,21
0,20,0,23.6,81,22
0,21,0,23.1,83,24
0,22,0,22.8,85,29
0,23,0,22.5,86,30
0,0,0,22.3,87,31
0,1,0,22.1,88,32
0,2,0,21.9,89,32
0,3,0,21.7,90,32
0,4,0,21.7,90,35
0.15095775,5,5.23,21.7,90,53
1.41189875,6,16.3,22.2,88,51
2.597361,7,27.84,23,85,48
4.74184875,8,39.51,24.2,79,62
3.96486025,9,51.2,25.3,76,77
5.8385125,10,62.28,26.5,72,94
5.643155,11,71.21,27.5,70,78
4.00925975,12,73.63,28.4,69,73
7.521247,13,67.33,29.5,67,87
7.20157175,14,57.04,29.7,68,78
5.98059025,15,45.56,28.1,76,66
2.1578075,16,33.79,28.3,76,81
0.7547885,17,22.1,28.2,78,80
0.2974755,18,10.75,28.2,79,62
0,19,0,27.7,83,64
0,20,0,27.2,86,80
0,21,0,26.8,89,74
0,22,0,26.6,91,85
0,23,0,26.4,92,92
0,0,0,26.3,91,98
0,1,0,26.3,90,78
0,2,0,26.2,89,61
0,3,0,25.6,92,38
0,4,0,25.1,94,31
0.15095775,5,5.13,24.8,95,46
0.61271075,6,16.2,25.2,94,49
4.14245775,7,27.74,26.4,89,51
6.6776595,8,39.41,27.3,86,50
10.629202,9,51.1,28.6,80,64
12.34745325,10,62.17,29.8,74,65
11.4017485,11,71.07,30.6,71,75
10.793478,12,73.51,31.2,69,61
9.32830075,13,67.25,31.8,68,53
9.46593675,14,56.98,31.7,68,49
6.9573755,15,45.51,32.7,64,54
5.71863425,16,33.74,32.7,61,34
2.81935775,17,22.05,32.6,61,27
0.919066,18,10.7,32,65,41
0.04883925,19,-0.06,31.2,68,38
0,20,0,30.4,71,33
0,21,0,29.6,74,40
0,22,0,28.9,77,50
0,23,0,28.3,80,56
0,0,0,27.8,83,87
0,1,0,27.3,86,85
0,2,0,26.7,89,58
0,3,0,27.3,79,33
0,4,0,27.2,80,40
0,5,5.02,26.7,84,68
0.0266395,6,16.1,26.3,88,47
1.247621,7,27.65,26.7,89,37
0.48395275,8,39.31,28.2,83,29
0.190917,9,50.99,29.8,77,26
2.3753645,10,62.05,31,73,39
1.0300645,11,70.94,32.1,67,44
0.2308765,12,73.37,31.7,70,57
1.8425725,13,67.16,31.6,72,63
1.05226425,14,56.92,30.7,76,87
1.789293,15,45.46,28.2,89,93
0.7814285,16,33.69,27.6,92,100
0.412914,17,22,27,95,96
0.11099825,18,10.64,26.7,96,100
0,19,-0.13,26.4,96,80
0,20,0,26.2,96,75
0,21,0,26.2,96,94
0,22,0,26.2,97,100
0,23,0,26.1,97,90
0,0,0,26.1,97,88
0,1,0,26,97,90
0,2,0,25.8,98,72
0,3,0,25.5,99,88
0,4,0,25.4,98,100
0.01775975,5,4.91,25.5,97,100
1.22098175,6,15.99,25.5,96,76
1.74933375,7,27.55,25.7,95,44
1.25206125,8,39.21,26.3,91,51
2.868197,9,50.89,27,87,70
6.406824,10,61.93,28.1,82,81
9.159581,11,70.79,28.7,79,68
1.4207785,12,73.23,29.4,77,77
2.7616385,13,67.07,29.8,75,74
1.802613,14,56.85,30,76,52
0.77254825,15,45.4,29.8,79,53
1.664975,16,33.64,29.4,82,44
1.3630595,17,21.94,29.3,82,35
0.470633,18,10.57,28.9,86,28
0.0310795,19,-0.21,28.4,88,60
0,20,0,27.7,92,31
0,21,0,27.5,93,41
0,22,0,27.3,94,38
0,23,0,27,94,49
0,0,0,26.7,95,46
0,1,0,26.3,95,48
0,2,0,26.1,95,58
0,3,0,25.9,96,63
0,4,0,25.6,97,47
0.11987825,5,4.79,25.5,97,48
0.44399325,6,15.89,25.8,96,93
1.73601375,7,27.44,26.4,93,78
3.392109,8,39.1,27.1,90,85
9.9587685,9,50.78,27.9,87,95
9.896611,10,61.81,28.8,82,68
12.360773,11,70.65,29.8,78,60
11.19307375,12,73.09,30.9,73,55
9.3949005,13,66.97,31.9,69,37
9.035265,14,56.78,32.3,68,24
8.21831575,15,45.34,32.7,71,15
5.865152,16,33.58,32.7,71,19
3.40542875,17,21.87,32.3,73,24
1.58505625,18,10.5,32.1,75,41
0.1598375,19,-0.3,31.4,79,37
0,20,0,30.5,82,37
0,21,0,29.8,84,38
0,22,0,29.4,83,36
0,23,0,28.9,83,39
0,0,0,28.5,83,38
0,1,0,28.4,83,43
0,2,0,28.5,82,40
0,3,0,27.8,85,32
0,4,0,27.7,85,28
0.34187475,5,4.68,27.6,86,4
1.82037275,6,15.78,27.7,86,14
4.74628825,7,27.34,28.6,83,23
8.546872,8,39,29.9,78,1
12.0410975,9,50.67,31.2,73,0
12.991245,10,61.69,32.4,69,0
12.7825675,11,70.49,33.4,66,6
10.580361,12,72.93,33.9,63,8
9.834452,13,66.86,34.4,61,6
11.659265,14,56.7,34.7,60,2
10.24292825,15,45.27,34.8,59,8
6.42902325,16,33.51,34.7,60,6
3.10795325,17,21.81,34,63,11
0.86134725,18,10.42,33.3,67,30
0.00444,19,-0.38,32.3,69,25
0,20,0,31.3,71,10
0,21,0,30.6,72,23
0,22,0,30,72,27
0,23,0,29.4,73,30
0,0,0,28.9,74,10
0,1,0,28.4,75,8
0,2,0,28,75,0
0,3,0,27.9,81,2
0,4,0,27.7,81,1
0.9590255,5,4.56,27.4,83,0
1.96689025,6,15.67,27.5,84,0
2.6417605,7,27.23,28.5,84,1
6.060509,8,38.89,29.7,79,15
4.724089,9,50.56,30.7,76,30
7.41024825,10,61.56,31.2,73,31
10.91335525,11,70.34,31.4,72,42
9.687934,12,72.77,31.6,71,57
11.25967,13,66.74,31.7,70,88
4.46657275,14,56.62,31.3,74,93
3.21007175,15,45.2,31.2,75,80
6.00279,16,33.44,32,70,70
2.7438785,17,21.73,32,71,46
0.590511,18,10.34,31.8,71,35
0,19,-0.48,31.1,72,23
0,20,0,30.3,72,13
0,21,0,29.8,72,3
0,22,0,29.3,72,3
0,23,0,28.9,73,3
0,0,0,28.7,72,10
0,1,0,28.5,73,16
0,2,0,28.4,73,16
0,3,0,28.4,75,10
0,4,0,28.2,76,11
0.2885955,5,4.43,28.1,78,2
1.922491,6,15.55,28,80,8
4.33337475,7,27.12,28.7,80,17
6.70873925,8,38.78,30,76,12
9.61245525,9,50.44,30.8,74,7
9.72789325,10,61.43,31.4,72,8
12.6094105,11,70.18,32.1,70,12
13.07560375,12,72.61,32.8,68,18
10.36280525,13,66.62,33.5,66,24
11.33070775,14,56.52,33.7,66,22
9.26614025,15,45.12,34.2,62,28
6.207027,16,33.36,34.3,60,37
2.93923575,17,21.65,34,62,18
0.65711,18,10.25,33.6,65,43
0,19,-0.58,32.5,70,31
0,20,0,31.2,74,32
0,21,0,30.5,76,30
0,22,0,30,78,35
0,23,0,29.4,79,38
0,0,0,29.2,79,39
0,1,0,29.1,77,35
0,2,0,28.9,77,27
0,3,0,28.7,78,20
0,4,0,28.4,80,12
0.17315725,5,4.31,28.1,82,8
1.22542125,6,15.44,28.1,84,6
2.717239,7,27.01,29,82,3
7.76544325,8,38.67,30.2,77,11
11.3085125,9,50.33,31.4,73,31
13.6883125,10,61.3,32.4,70,58
13.8348325,11,70.01,33.2,68,39
14.4519825,12,72.44,33.5,66,62
11.50830575,13,66.5,34,63,58
10.01648875,14,56.43,34.3,60,61
7.8364825,15,45.04,34.2,62,47
4.39997375,16,33.28,34.4,60,52
2.04680925,17,21.57,34.4,60,53
0.61271075,18,10.16,33.6,65,58
0.00444,19,-0.68,32.6,69,51
0,20,0,31.4,71,44
0,21,0,30.8,70,41
0,22,0,30.2,70,37
0,23,0,29.6,71,33
0,0,0,29.2,71,31
0,1,0,28.8,71,28
0,2,0,28.6,71,30
0,3,0,28.4,74,30
0,4,0,28.2,75,35
0.37739425,5,4.18,28,76,34
1.855892,6,15.32,28,78,23
5.05708425,7,26.9,28.7,78,23
8.9198265,8,38.56,29.9,74,26
12.0721775,9,50.21,31.3,71,25
14.03907,10,61.16,32.7,68,27
14.904855,11,69.84,33.8,64,57
15.92160025,12,72.26,34.7,59,57
14.52746,13,66.36,35,57,61
10.54928275,14,56.33,35.7,54,49
9.492577,15,44.95,35.6,53,52
7.10389325,16,33.2,35.7,53,42
2.24216625,17,21.48,35.4,57,38
0.67043,18,10.06,34.6,62,44
0.01331975,19,-0.79,33.6,67,37
0,20,0,32.1,73,37
0,21,0,30.9,77,14
0,22,0,30.2,78,12
0,23,0,29.7,78,6
0,0,0,29.5,76,1
0,1,0,29.3,74,1
0,2,0,29,72,9
0,3,0,28.6,74,19
0,4,0,28.3,75,51
0.26639625,5,4.05,28.1,76,100
2.264366,6,15.2,28.2,77,57
4.724089,7,26.79,28.7,77,47
8.529112,8,38.44,29.6,75,46
10.8289975,9,50.09,30.8,72,42
14.0390675,10,61.02,31.9,70,49
15.0868925,11,69.67,32.9,67,40
13.7904315,12,72.07,34.1,64,21
11.69922525,13,66.22,34.9,58,26
9.767855,14,56.22,35.4,55,25
9.124063,15,44.86,35.4,52,12
5.86959175,16,33.11,35.5,51,13
2.61068075,17,21.38,35.2,54,13
0.80362775,18,9.96,34.2,61,20
0,19,-0.91,32.8,66,4
0,20,0,31.6,69,1
0,21,0,30.8,69,2
0,22,0,30.3,68,4
0,23,0,29.8,68,5
0,0,0,29.3,68,1
0,1,0,29,68,1
0,2,0,28.6,70,3
0,3,0,28.1,72,3
0,4,0,27.9,74,2
0.34631475,5,3.92,27.4,76,1
2.064569,6,15.08,27.3,79,2
4.506532,7,26.67,28.3,77,0
8.111758,8,38.33,29.7,72,0
10.8556375,9,49.96,30.7,69,1
13.453,10,60.88,31.8,66,6
13.4174775,11,69.49,32.7,64,28
14.407585,12,71.88,33.2,62,39
13.7415925,13,66.08,33.5,60,33
11.8413,14,56.11,34,58,8
9.1018625,15,44.76,33.9,59,7
5.580996,16,33.01,33.8,59,6
2.45084325,17,21.28,33.4,60,6
0.56831125,18,9.85,32.6,66,6
0,19,-1.03,31.5,70,5
0,20,0,30.5,72,1
0,21,0,30,73,1
0,22,0,29.4,74,0
0,23,0,29,75,0
0,0,0,28.6,76,2
0,1,0,28.3,77,3
0,2,0,27.8,78,4
0,3,0,27.4,82,3
0,4,0,27.1,85,2
0.27971575,5,3.79,26.9,86,4
1.864772,6,14.95,27.4,85,2
3.57414625,7,26.55,28.6,80,9
6.85081775,8,38.21,29.5,73,22
10.02537075,9,49.84,30,72,35
15.24673,10,60.73,30.5,70,47
14.38537975,11,69.31,30.8,69,44
12.1432175,12,71.68,31,69,46
10.518201,13,65.92,30.8,71,67
9.608015,14,55.99,30.7,72,55
5.461118,15,44.65,30.3,70,65
2.5662815,16,32.91,28.9,77,75
0.927946,17,21.18,28,82,85
0.17759725,18,9.73,27.6,83,79
0,19,-1.15,27.4,84,91
0,20,0,27,87,85
0,21,0,26.6,90,63
0,22,0,26.2,91,100
0,23,0,26,93,100
0,0,0,25.9,93,100
0,1,0,26.1,94,100
0,2,0,26.1,94,100
0,3,0,26.1,93,100
0,4,0,26,94,100
0.00444,5,3.66,25.8,95,100
0.51503225,6,14.83,25.7,96,100
0.47507275,7,26.43,25.5,96,100
2.0423695,8,38.09,25.3,96,100
5.1503225,9,49.71,25.3,96,100
2.2865655,10,60.58,25.5,95,100
6.13154775,11,69.12,26,91,90
8.915387,12,71.48,27.3,82,60
8.768868,13,65.76,28.9,74,48
9.35049925,14,55.86,30.2,68,2
10.620321,15,44.54,31.5,65,0
6.91297625,16,32.8,32,63,0
2.797158,17,21.07,32.3,63,0
0.58607125,18,9.62,32.1,67,0
0,19,-1.29,31.1,71,1
0,20,0,29.7,76,2
0,21,0,29.4,76,1
0,22,0,29.1,76,2
0,23,0,28.9,76,4
0,0,0,28.8,76,10
0,1,0,28.7,75,8
0,2,0,28.6,75,14
0,3,0,28.3,80,16
0,4,0,28.2,80,25
0.24863625,5,3.52,28.2,80,17
1.71825425,6,14.7,28.1,82,19
4.4088535,7,26.31,29,80,8
7.86312175,8,37.97,30.4,75,0
10.68691975,9,49.58,31.8,70,0
9.09742325,10,60.43,32.9,66,4
9.34162075,11,68.93,33.9,64,25
8.977544,12,71.27,34.5,63,19
10.4338425,13,65.6,34.6,64,26
8.1295165,14,55.73,34.1,67,16
8.26271575,15,44.43,33.8,66,15
5.22580175,16,32.69,33.5,67,30
2.29100575,17,20.95,33.1,68,22
0.67042975,18,9.49,32,75,21
0,19,-1.42,30.9,80,9
0,20,0,29.7,85,10
0,21,0,28.8,89,3
0,22,0,28.1,93,4
0,23,0,27.6,95,3
0,0,0,27.2,97,6
0,1,0,26.9,97,18
0,2,0,26.7,98,27
0,3,0,26.4,97,43
0,4,0,26.2,97,68
0.27971575,5,3.38,26,97,84
2.64620025,6,14.58,25.9,97,61
4.18685725,7,26.19,26.5,93,18
9.230622,8,37.85,27.2,88,16
11.9656225,9,49.45,28.2,82,23
14.278825,10,60.28,29.1,77,14
16.08587975,11,68.73,30,73,5
15.4021295,12,71.06,30.6,71,3
12.1698575,13,65.42,31,69,6
11.406188,14,55.59,31.1,67,9
9.30166075,15,44.31,31.5,65,6
5.376759,16,32.57,31.2,66,7
2.15336775,17,20.83,30.8,67,2
0.528352,18,9.36,30,72,9
0,19,-1.57,28.9,77,9
0,20,0,28,82,5
0,21,0,27.3,86,2
0,22,0,26.8,89,3
0,23,0,26.5,92,8
0,0,0,26.3,94,17
0,1,0,26.1,95,30
0,2,0,26,96,31
0,3,0,25.6,97,44
0,4,0,25.5,97,85
0.04439925,5,3.24,25.5,97,74
0.71482925,6,14.45,25.7,96,56
1.4296585,7,26.07,26.1,93,81
1.41189875,8,37.72,27.1,86,57
2.74387875,9,49.32,27.8,81,66
3.76950325,10,60.12,28.6,77,57
8.4935915,11,68.53,29.4,73,67
5.656475,12,70.84,29.9,70,73
7.32588975,13,65.25,30.1,70,59
6.29138525,14,55.45,30,71,36
5.29684025,15,44.18,29.7,73,11
2.597361,16,32.45,29.3,75,8
1.53177675,17,20.71,28.8,77,1
0.67487,18,9.23,28.2,80,2
0,19,-1.71,27.4,84,1
0,20,0,26.6,88,0
0,21,0,26.3,89,0
0,22,0,26,91,2
0,23,0,25.8,93,5
0,0,0,25.7,93,6
0,1,0,25.5,94,8
0,2,0,25.5,94,18
0,3,0,25.3,96,16
0,4,0,25.4,96,20
0.1731575,5,3.1,25.5,96,21
1.31866025,6,14.32,25.7,95,41
2.255486,7,25.95,26.5,90,90
8.0318395,8,37.6,27.1,86,58
10.331726,9,49.19,28,83,46
9.2572615,10,59.96,28.6,82,43
9.30166125,11,68.33,29.6,80,26
14.4297825,12,70.61,30.4,79,41
12.942405,13,65.06,31,76,27
9.48369675,14,55.3,30.3,76,43
7.6722055,15,44.05,29.7,79,45
5.176962,16,32.32,29.1,84,20
1.98465025,17,20.57,28.9,84,6
0.532792,18,9.09,28.8,85,10
0,19,-1.87,28.4,87,17
0,20,0,27.8,90,12
0,21,0,27.6,91,3
0,22,0,27.4,92,0
0,23,0,27.2,93,0
0,0,0,26.9,95,4
0,1,0,26.6,96,11
0,2,0,26.4,97,24
0,3,0,26.3,97,24
0,4,0,26.2,98,22
0.0310795,5,2.96,26.2,98,14
0.18647725,6,14.19,26.3,98,15
1.84701225,7,25.82,27.5,91,14
6.20258675,8,37.47,28.3,89,31
6.69541925,9,49.05,29,87,32
5.04820425,10,59.8,30.2,79,44
9.82113175,11,68.12,30.1,80,56
9.7589715,12,70.38,30.8,76,50
3.44094825,13,64.87,30.7,77,40
6.3491045,14,55.14,31.1,75,21
5.46111775,15,43.91,30.9,76,28
5.1014835,16,32.19,31.3,75,6
2.38424425,17,20.44,31.2,75,10
0.54611175,18,8.94,29.6,82,23
0,19,-2.02,28.6,88,15
0,20,0,28.1,89,9
0,21,0,27.9,89,4
0,22,0,27.6,91,0
0,23,0,27.3,93,0
0,0,0,26.9,95,0
0,1,0,26.6,96,0
0,2,0,26.3,97,3
0,3,0,26.3,97,0
0,4,0,26,97,1
0.2219965,5,2.81,25.7,99,7
1.6960545,6,14.05,26.2,98,0
4.3555745,7,25.69,27.9,92,5
7.67220475,8,37.34,29,84,14
11.583785,9,48.91,29.8,78,8
13.8659125,10,59.64,30.4,74,5
16.3389555,11,67.91,30.9,72,5
16.48547025,12,70.15,31.4,69,6
15.601925,13,64.67,31.8,67,9
13.510715,14,54.98,32.3,66,8
10.1141675,15,43.76,32.4,66,2
6.11822825,16,32.05,32.4,66,0
2.50856225,17,20.3,32.1,69,1
0.586071,18,8.79,31.2,74,0
0,19,-2.19,30,79,1
0,20,0,29,83,0
0,21,0,28.5,85,0
0,22,0,28.1,87,0
0,23,0,27.8,89,0
0,0,0,27.4,91,0
0,1,0,27.1,93,0
0,2,0,26.7,94,0
0,3,0,26.6,95,0
0,4,0,26.3,95,0
0.22199675,5,2.67,26,96,0
1.722694,6,13.92,25.9,97,0
4.923886,7,25.57,27.9,89,0
8.8132685,8,37.21,29.3,81,0
12.209815,9,48.77,30.6,75,0
14.389825,10,59.47,31.6,70,32
15.6285625,11,67.69,32.4,66,34
15.42433,12,69.91,32.9,64,37
13.9857875,13,64.47,33.3,63,30
11.82354,14,54.82,33.5,62,20
9.159582,15,43.61,33.4,62,11
5.8962315,16,31.91,33.5,62,7
2.47304275,17,20.15,33.3,62,10
0.49727225,18,8.64,32.7,67,6
0,19,-2.36,31.6,74,2
0,20,0,30.3,80,0
0,21,0,29.6,83,0
0,22,0,29,86,0
0,23,0,28.5,87,0
0,0,0,28,89,0
0,1,0,27.5,91,0
0,2,0,26.9,93,0
0,3,0,26.6,94,0
0,4,0,26.4,94,0
0.204237,5,2.52,26.4,94,0
1.73601375,6,13.78,27.2,91,0
4.2223765,7,25.44,28.5,86,1
7.97856025,8,37.08,30.3,76,5
10.5759225,9,48.63,31.7,70,19
12.0055775,10,59.3,32.6,66,14
12.5161725,11,67.47,33.3,63,8
13.7415925,12,69.66,33.6,61,13
13.82151,13,64.26,33.8,61,14
11.8057825,14,54.64,34.1,60,10
8.63567,15,43.46,34,61,18
5.49663725,16,31.76,33.8,61,10
2.268806,17,20,33.2,65,2
0.470633,18,8.48,32.4,70,1
0,19,-2.53,31.1,75,1
0,20,0,30,80,0
0,21,0,29.3,83,0
0,22,0,28.7,87,0
0,23,0,28,90,0
0,0,0,27.4,93,0
0,1,0,26.8,94,0
0,2,0,26.7,95,0
0,3,0,26.9,94,0
0,4,0,26.5,96,0
0.21311675,5,2.37,26.1,97,0
1.58061625,6,13.65,26.3,97,0
4.58201075,7,25.31,28.8,90,0
8.58239125,8,36.95,30.4,79,0
12.2586575,9,48.48,31.5,71,0
14.7450175,10,59.12,32.5,66,0
16.13915975,11,67.24,33.3,62,5
16.46327225,12,69.41,33.7,61,12
15.4820475,13,64.04,34,59,14
13.501835,14,54.46,33.9,59,10
10.4072035,15,43.3,33.8,56,11
6.45122275,16,31.6,33.6,55,7
2.47748275,17,19.84,33,57,2
0.48395275,18,8.31,32,63,2
0,19,-2.71,30.6,68,2
0,20,0,29.5,71,0
0,21,0,28.6,76,1
0,22,0,27.6,81,0
0,23,0,26.7,86,0
0,0,0,26.1,90,0
0,1,0,25.5,92,0
0,2,0,25.2,93,0
0,3,0,24.6,93,0
0,4,0,24.8,92,0
0.20423675,5,2.22,24.9,92,0
1.62501575,6,13.51,25.1,93,0
4.701889,7,25.18,26.8,89,1
8.77774725,8,36.82,29.1,76,0
12.0943775,9,48.34,31,63,0
14.185585,10,58.95,32.4,54,0
15.30889,11,67.02,33.4,48,0
15.4332075,12,69.15,34,45,0
14.2388675,13,63.82,34.3,44,0
12.69377,14,54.28,34.4,45,0
9.7989345,15,43.13,34.5,45,0
